star,sample,lT,lL,tier,alpha0,nuchar,gamma,vsini,a0_ok,sys_nu,sys_a0,ev_tau,ev_logM,ev_logR,ev_phase,ev_Mini,ev_dist,ev_M,ev_R,f_rot,log_alpha0,log_nuchar,rotmod_candidate
HD 34078,Shen2024_Galactic,4.537819095073274,3.47,A,163.36,0.25,1.47,32.0,True,0.0,0.0,0.3300551821275403,1.3392593288914607,0.8498911960782237,0.0,21.999999999999996,0.11693492295138312,21.840336676721517,7.0776844473805,0.08936565709021282,2.213145724742835,-0.6020599913279624,True
HD 34656,Shen2024_Galactic,4.556302500767287,4.12,A,854.25,2.08,1.79,77.0,True,0.0,0.0,0.8195098068331892,1.653440335260985,1.2962274739663757,0.0,53.1467271041101,0.19664324282870863,45.023612218739544,19.780054048720864,0.07694406417803834,2.9315849874708,0.31806333496276157,False
HD 41161,Shen2024_Galactic,4.546542663478131,3.74,A,221.85,5.86,2.39,,True,0.0,0.0,0.6724862916482981,1.4297495604491326,1.0211496865750982,0.0,27.9299220908312,0.11217920509380676,26.899831552651243,10.499042326704696,,2.3460594330525737,0.7678976160180907,False
HD 46485,Shen2024_Galactic,4.557507201905658,3.74,A,720.44,2.485,2.16,,True,0.0,0.0,0.610580700609532,1.441142166307547,0.9965137901879275,0.0,28.59875627843959,0.20986411211283043,27.614816793633175,9.920048379491103,,2.857597817552566,0.3953263930693509,False
HD 47432,Shen2024_Galactic,4.463892988985907,4.21,A,6386.69,0.27,1.5,63.0,True,0.0,0.0,0.9578684579803691,1.6329402857367523,1.5100000909897684,0.0,52.891344856177916,0.21862042491155304,42.94773707808756,32.35937247262875,0.03848152984569764,3.8052758366908277,-0.5686362358410126,False
HD 5689,Shen2024_Galactic,4.565847818673518,3.93,A,394.02,4.4,2.52,,True,0.0,0.0,0.7274596222934478,1.5361978964998697,1.1227197189560068,0.0,37.2061484637529,0.1182792204606635,34.37145338362684,13.265380722754278,,2.5955182666712378,0.6434526764861874,False
HD 64568,Shen2024_Galactic,4.671172842715083,4.14,A,119.97,5.18,2.08,53.0,True,0.0,0.0,0.4995301241358965,1.8324224861068321,1.16645273921215,0.0,76.66349725123615,0.07792238581279523,67.98646903364593,14.67076428050805,0.07140604859786921,2.079072658853184,0.714329759745233,False
HD 68450,Shen2024_Galactic,4.48572142648158,4.02,A,662.8149999999999,2.315,1.9,77.0,True,0.0,0.0,0.9771042566144486,1.4879225182245985,1.3059219685372905,0.0,33.98171373115623,0.0974496602422835,30.755480622406132,20.226557272151982,0.07524551646093938,2.8213923282679914,0.36455099535397195,False
HD 76556,Shen2024_Galactic,4.578639209968072,3.8,A,1487.44,0.81,1.37,,True,0.0,0.0,0.5775226396483422,1.4956445081499294,1.012464032456788,0.0,32.687905506065185,0.18343180333842846,31.307220219534415,10.29115294056215,,3.172439456286664,-0.09151498112135022,False
HD 91572,Shen2024_Galactic,4.588831725594207,3.91,A,2486.61,0.3399999999999999,1.325,57.0,True,0.0,0.0,0.6420965699133437,1.5587212589844688,1.0823164485820516,0.0,38.86736613286254,0.15567264994862448,36.20105764329552,12.086942291118495,0.09321166761707539,3.395607675849097,-0.46852108295774497,False
HD 92504,Shen2024_Galactic,4.54282542695918,3.86,A,112.25,3.465,1.935,63.0,True,0.0,0.0,0.7652840259488654,1.481184238703226,1.1083014277821448,0.0,32.24885534636702,0.03257513633315269,30.28197793743924,12.832209099541748,0.09704004571106768,2.0501863496753607,0.5397032389478256,False
HD 93222,Shen2024_Galactic,4.565847818673518,4.02,A,280.885,2.465,1.82,90.0,True,0.0,0.0,0.7774846929089466,1.5954859973864035,1.2009846788025718,0.0,44.28185197519145,0.14865313392792515,39.39907243085475,15.884907082609375,0.11198753914352746,2.4485285473497838,0.39181692361324877,False
HD 93250,Shen2024_Galactic,4.653212513775344,4.14,A,202.025,4.904999999999999,2.45,84.0,True,0.0,0.0,0.6004462174805566,1.7879441712553865,1.1840925501622377,0.0,71.35717791965303,0.26967549909606026,61.368311086303486,15.278916243170169,0.10866723248124303,2.305405115437894,0.6906390117159673,False
HD 97848,Shen2024_Galactic,4.551449997972875,3.93,A,272.05,1.69,1.49,77.0,True,0.0,0.0,0.7711934296816436,1.5262907172462328,1.1507241026022494,0.0,36.52433911035504,0.04769042523511125,33.596243264241636,14.148946440293898,0.10756686051447317,2.4346487302419235,0.22788670461367352,False
HD 99546,Shen2024_Galactic,4.568201724066995,3.95,A,186.45,2.3,1.55,60.0,True,0.0,0.0,0.7344355278100307,1.5528398389639353,1.1381795087285607,0.0,38.95594244017817,0.16473263335603255,35.71411057895437,13.746100308368014,0.08627473071384915,2.2705623876973258,0.36172783601759284,False
HDE 242926,Shen2024_Galactic,4.5910646070264995,3.68,A,240.99,0.28,1.08,52.0,True,0.0,0.0,0.3225987743717403,1.4698238283250074,0.9175818953539725,0.0,30.0,0.19129789255980933,29.500123106200267,8.27145469528516,0.12426056358944254,2.381999021683067,-0.5528419686577808,True
HDE 303308,Shen2024_Galactic,4.613841821876069,3.95,A,323.82,0.71,1.35,67.0,True,0.0,0.0,0.5735031909245134,1.6241318613716462,1.0830556465986652,0.0,45.503899612564105,0.09343724104432219,42.085438965146594,12.107532586724682,0.10937826417334678,2.5103036684488576,-0.14874165128092473,False
HD 192281,Shen2024_Galactic,4.61066016308988,4.01,A,341.1,5.18,2.45,,True,0.0,0.0,0.6351690010768694,1.6465677658786848,1.1316516674870518,0.0,48.9781981936313,0.09156651042877864,44.31673594678192,13.541028977999215,,2.5328817194073974,0.714329759745233,False
HD 206183,Shen2024_Galactic,4.528916700277655,3.47,A,63.349999999999994,0.44,1.64,29.0,True,0.0,0.0,0.37748175852582844,1.3386966323959633,0.8619742701371059,0.0,22.000000000000004,0.48897668071990985,21.812057425236002,7.277366883548879,0.07876542097796627,1.80174661921946,-0.3565473235138126,False
HD 210809,Shen2024_Galactic,4.489958479424835,4.23,A,5514.71,0.435,1.58,105.0,True,0.0,0.0,0.9164159597007091,1.6714503244648053,1.4930144336080717,0.0,59.520064268222086,0.11633843301184234,46.9299751733981,31.118197555058774,0.0666939955519733,3.7415226792945746,-0.3615107430453627,False
HD 207538,Shen2024_Galactic,4.505149978319906,3.61,A,298.135,0.405,1.32,50.0,True,0.0,0.0,0.7090375108203548,1.3336285259180773,0.9871173497128406,0.0,22.000000000000004,0.021875601557735477,21.558995701021956,9.707722419437617,0.1018039257158317,2.474412963669667,-0.3925449767853314,False
BD +60 2522,Shen2024_Galactic,4.558708570533166,4.07,A,2047.295,1.39,1.98,,True,0.0,0.0,0.8023633784918376,1.6240502371043444,1.2527384572957967,0.0,48.29475368108392,0.14735211914352878,42.07752988394445,17.895278322592404,,3.311180425779933,0.14301480025409505,False
HD 225160,Shen2024_Galactic,4.521138083704036,4.12,A,3203.0150000000003,0.8699999999999999,1.845,103.0,True,0.0,0.0,0.872121832017474,1.6294892620420987,1.355889614212271,0.0,50.29271110314228,0.0933773089937606,42.607814864399664,22.69287987590135,0.08971384726722874,3.50555897250771,-0.06048074738138153,False
BD +60 261,Shen2024_Galactic,4.544068044350276,4.07,A,641.62,1.53,2.04,92.0,True,0.0,0.0,0.8321525425812557,1.6122965666324975,1.2781136579609635,0.0,47.1412188096208,0.19663144252080592,40.95402269618484,18.972023676267685,0.09584865878393659,2.8072778929230244,0.1846914308175988,False
HD 13022,Shen2024_Galactic,4.477121254719663,4.06,A,1134.29,1.83,2.04,131.0,True,0.0,0.0,0.9744439611209179,1.515243683724728,1.3557661373247354,0.0,36.75124369540234,0.12161215029819328,32.75244181039641,22.68642884325542,0.11413452325541502,3.05472410332088,0.26245108973042947,False
HD 12993,Shen2024_Galactic,4.593286067020458,3.87,A,147.66,3.46,1.71,79.0,True,0.0,0.0,0.5771910352087971,1.5447164960076942,1.041850650337719,0.0,37.08549282504698,0.18371732946278688,35.0522980629947,11.01160565978025,0.1418039445378523,2.169262864086446,0.5390760987927766,False
HD 13268,Shen2024_Galactic,4.534026106056135,3.92,A,363.98,4.53,2.44,,True,0.0,0.0,0.8125479132237957,1.504267171898487,1.1690209730641739,0.0,34.59371679255273,0.12562039625547083,31.93501848654503,14.757778002075522,,2.561077520659303,0.6560982020128319,False
HD 14442,Shen2024_Galactic,4.592176757395867,4.14,A,608.57,4.08,2.6,,True,0.0,0.0,0.7572997332170248,1.6915397781196537,1.2532094815324601,0.0,58.39227557324692,0.1690023498000667,49.151839753906316,17.91469759410117,,2.784310539616651,0.6106601630898799,False
BD +62 424,Shen2024_Galactic,4.587710965018911,3.94,A,1827.21,2.525,1.89,65.0,True,0.0,0.0,0.6688640714579307,1.5633753571138143,1.0997945282466544,0.0,39.53433873380468,0.06546701155164315,36.591090874421205,12.583299346679766,0.10210116538432691,3.261788463389821,0.4022613824546802,False
HD 13745,Shen2024_Galactic,4.477121254719663,4.01,A,1694.79,1.34,2.01,57.0,True,0.0,0.0,0.9694348327207296,1.4867367223407169,1.3172550335591275,0.0,33.8456259895425,0.04319428901215877,30.671620521163973,20.761323401810383,0.05426648511473337,3.229115892809698,0.12710479836480765,False
BD +60 498,Shen2024_Galactic,4.515873843711679,3.46,A,168.7,0.26,1.38,40.0,True,0.0,0.0,0.48180711158620065,1.2973028480398416,0.8691625691343569,0.0,19.999999999999993,0.051851198610480854,19.82909292641882,7.39882182781599,0.10685855397602581,2.2271150825891253,-0.585026652029182,True
BD +60 499,Shen2024_Galactic,4.534026106056135,3.66,A,64.41,0.53,1.56,38.0,True,0.0,0.0,0.6439802487766773,1.381749532851665,0.9797829577393894,0.0,24.718888432361744,0.363816130062098,24.085159840959147,9.545154398139372,0.07868872521441346,1.8089532991559112,-0.27572413039921095,False
BD +60 501,Shen2024_Galactic,4.578639209968072,3.81,A,463.81,2.38,2.1,87.0,True,0.0,0.0,0.5874083344024257,1.4996224873790662,1.0191184985111246,0.0,33.05794319316955,0.23706192397454962,31.595300290805124,10.450053130603681,0.1645555842721514,2.666340108032026,0.37657695705651195,False
HD 14947,Shen2024_Galactic,4.592176757395867,4.11,A,2574.9,1.0,1.82,22.0,True,0.0,0.0,0.7495337676118569,1.6809114876377664,1.235672874504196,0.0,56.24290389474251,0.11669966913916566,47.963568544655416,17.20572092870841,0.025273283968015214,3.4107603672445874,0.0,False
HD 15642,Shen2024_Galactic,4.47567118832443,3.77,A,594.69,3.13,2.14,,True,0.0,0.0,0.8770338339967164,1.3763692539813044,1.1449420834036472,0.0,24.790840912361784,0.3477971277162614,23.78862027610331,13.96182156731875,,2.774290635688897,0.49554433754644844,False
HD 18409,Shen2024_Galactic,4.477121254719663,4.15,A,3571.3450000000003,0.8,1.7,102.0,True,0.0,0.0,0.973941491938346,1.5842908580634631,1.4355379225063112,0.0,45.08862099294641,0.12883517191360547,38.39643100682569,27.260757689207303,0.07395612026576949,3.552831806048001,-0.09691001300805639,False
HD 16832,Shen2024_Galactic,4.505149978319906,4.04,A,322.28,3.57,2.37,70.0,True,0.0,0.0,0.9216242836105808,1.521818657178356,1.290685842669865,0.0,37.208170345707664,0.1402547103129555,33.252067787272324,19.529262486550483,0.07084742467026295,2.508233354972011,0.5526682161121932,False
HD 24431,Shen2024_Galactic,4.54282542695918,3.79,A,211.67,4.19,2.35,81.0,True,0.0,0.0,0.7203856749229904,1.445561160298221,1.05668631530366,0.0,29.238974643393217,0.27274947640302794,27.8972349648582,11.394264987993386,0.14051108079560856,2.3256593098016407,0.6222140229662954,False
BD +39 1328,Shen2024_Galactic,4.515873843711679,4.03,A,5915.69,0.36,1.47,37.0,True,0.0,0.0,0.8703504534789837,1.5498689395594152,1.2789755188966836,0.0,39.84447828952986,0.09641707625049636,35.470633057838725,19.009711194964293,0.03847140753600208,3.7720054075802856,-0.44369749923271273,False
HD 36483,Shen2024_Galactic,4.523746466811565,3.62,A,169.54,2.56,1.86,74.0,True,0.0,0.0,0.653415597283349,1.3657406130961365,0.9760650377621214,0.0,23.76104874371011,0.3546341288808809,23.2134993180773,9.463788757053774,0.1545533961708687,2.22927217882129,0.4082399653118496,False
HDE 344783,Shen2024_Galactic,4.471291711058939,3.67,A,187.635,0.255,1.15,,True,0.0,0.0,0.8420578257543307,1.3310134626187895,1.0822347113954802,0.0,22.000000000000004,0.036264927911343156,21.429570292411114,12.084667660114869,,2.2733138515755824,-0.5934598195660448,False
Cyg X-1,Shen2024_Galactic,4.442479769064448,4.09,A,5491.73,0.35,1.53,,True,0.0,0.0,0.9965246285073164,1.5247120631503708,1.4458181979675095,0.0,37.89488499381433,0.09403899453757411,33.47434309776559,27.913750861210147,,3.739709177072986,-0.4559319556497244,False
HD 191612,Shen2024_Galactic,4.556302500767287,3.89,A,247.73,2.47,2.0,45.0,True,0.0,0.0,0.7368467925132471,1.5078565888047206,1.1076877020555815,0.0,34.485021654716384,0.14664927519467744,32.20005316882041,12.814087996976887,0.0694123395330474,2.3939786026517718,0.39269695325966575,False
BD +36 4063,Shen2024_Galactic,4.44870631990508,4.04,A,10709.19,0.18,1.27,,True,0.0,0.0,0.9762000309358274,1.5017585597829937,1.4006006456978493,0.0,35.39378257875553,0.07340983617025314,31.75108420779053,25.153628689372145,,4.029756623788573,-0.744727494896694,False
HD 229232,Shen2024_Galactic,4.632457292184724,4.11,A,239.51,6.225,2.535,,True,0.0,0.0,0.6451764338830697,1.725743393116017,1.1782659647343603,0.0,61.507343776942506,0.16730572460352502,53.17939510790406,15.075300046233483,,2.3793236507533155,0.794139355767774,False
HDE 229196,Shen2024_Galactic,4.583198773968623,4.18,A,440.54,2.71,2.02,,True,0.0,0.0,0.7964286017759467,1.7032770682027862,1.2996133398879115,0.0,62.06401229583191,0.23513180394263195,50.49833606256506,19.934866879474114,,2.643985347459971,0.4329692908744057,False
Cyg OB2-5,Shen2024_Galactic,4.552668216112194,4.14,A,5858.33,0.25,1.35,,True,0.0,0.0,0.8302390890647079,1.6626814531413576,1.3178747929462653,0.0,55.051270085946946,0.055635435365216424,45.99191077928489,20.790971971867926,,3.767773831862893,-0.6020599913279624,False
Cyg OB2-24,Shen2024_Galactic,4.570542939881897,3.73,A,359.51,3.05,2.76,,True,0.0,0.0,0.5339974537503446,1.459180572344172,0.9746125596213968,0.0,29.707874629401722,0.17162341085306249,28.78595037371947,9.432190415080782,,2.5557109750649865,0.48429983934678583,False
CYG OB2-11,Shen2024_Galactic,4.571708831808688,4.05,A,1504.3,1.56,2.35,85.0,True,0.0,0.0,0.7682673548294803,1.6229195950924238,1.214776039902505,0.0,47.66479919287025,0.24366991774850094,41.96812773665282,16.397439601889232,0.10246009555696788,3.1773344555057,0.1931245983544616,False
HD 203064,Shen2024_Galactic,4.547774705387822,3.89,A,544.625,2.43,2.0700000000000003,,True,0.0,0.0,0.7645826628804622,1.4972435512015037,1.1199820076748908,0.0,33.64973732037643,0.04532118645365614,31.42270376806931,13.182021258143683,,2.73609757294381,0.38560627359831223,False
HD 108,Shen2024_Galactic,4.544068044350276,4.04,A,373.14,1.12,1.63,45.0,True,0.0,0.0,0.8281732074188082,1.5889223498836091,1.2516056813660026,0.0,44.0813373280658,0.17887529950100903,38.80809724614554,17.8486626565996,0.04983319164943867,2.5718718071971667,0.04921802267018165,False
BD +60 586,Shen2024_Galactic,4.5843312243675305,3.63,A,344.83000000000004,0.24,1.335,77.0,True,0.0,0.0,0.2846442554965043,1.4418256737765267,0.8937476680882173,0.0,28.0,0.26078782185609484,27.65831215247908,7.829745900542353,0.1943814994129531,2.5376050421517773,-0.619788758288394,True
HD 15137,Shen2024_Galactic,4.472756449317212,3.48,A,989.99,2.37,2.17,,True,0.0,0.0,0.7178859976307631,1.25076987087475,0.9428996747921906,0.0,18.0,0.1308622813304827,17.814345495772827,8.767982509258326,,2.9956308077624456,0.37474834601010387,False
HD 16691,Shen2024_Galactic,4.598790506763115,4.05,A,1265.77,2.34,2.38,88.0,True,0.0,0.0,0.6957335841453604,1.655183107452668,1.1768919568478204,0.0,51.0338293458494,0.16716388546930105,45.204649626748754,15.027680631202841,0.11574509242704456,3.1023547982520574,0.3692158574101428,False
HD 17603,Shen2024_Galactic,4.52244423350632,4.22,A,2986.24,0.88,1.9,108.0,True,0.0,0.0,0.8861420490408174,1.682588426714879,1.4319080635044925,0.0,61.10098215600178,0.11279059377527635,48.149128047693104,27.033860194078617,0.07896371325148716,3.475124708441621,-0.05551732784983137,False
HD 14633,Shen2024_Galactic,4.544068044350276,3.78,A,189.27,4.19,2.07,69.0,True,0.0,0.0,0.7080279935320594,1.4393968797316719,1.0458826496043059,0.0,28.741013376803338,0.27521869768422663,27.50406462159847,11.114313676429525,0.12270953542842981,2.277081782125646,0.6222140229662954,False
HD 237211,Shen2024_Galactic,4.487138375477186,4.25,A,3358.48,0.67,1.7,82.0,True,0.0,0.0,0.9271746554985288,1.6791490136502487,1.5164680053911082,0.0,61.95747438130404,0.21925564834773678,47.769314999584715,32.84490464688426,0.04934665485562403,3.5261427663862372,-0.17392519729917355,False
HDE 305524,Shen2024_Galactic,4.606381365110605,3.89,A,304.73,2.3949999999999996,1.835,,True,0.0,0.0,0.5370341403878756,1.5722346065667938,1.039665054562449,0.0,39.5257142536524,0.03477323408759378,37.34518425922914,10.956328739071,,2.4839152116664085,0.37930551775058197,False
HDE 305438,Shen2024_Galactic,4.570542939881897,3.73,A,260.39,0.215,1.445,,True,0.0,0.0,0.5339974537503446,1.459180572344172,0.9746125596213968,0.0,29.707874629401722,0.17162341085306249,28.78595037371947,9.432190415080782,,2.415624301600413,-0.6675615400843947,False
HD 93190,Shen2024_Galactic,4.488550716500444,3.43,A,464.23,1.07,1.9,,True,0.0,0.0,0.5984892229623022,1.2548769317347397,0.8874174950814748,0.0,18.134459457954566,0.12354348672801865,17.98361232027144,7.716449087302627,,2.6667332024996186,0.029383777685209667,False
HD 91837,Shen2024_Galactic,4.558708570533166,3.67,A,148.26,4.45,2.28,,True,0.0,0.0,0.5279297394932584,1.4171394471167316,0.9499133567668923,0.0,26.773852267673306,0.35899776647752996,26.130002249591602,8.910731482616498,,2.171023995785723,0.6483600109809317,False
HD 92607,Shen2024_Galactic,4.53655844257153,3.7,A,102.12,2.78,1.88,,True,0.0,0.0,0.6811590367993974,1.4013156834320615,1.0086332770100486,0.0,26.0,0.0749290417298023,25.19507662105596,10.200777551673724,,2.0091108061322127,0.4440447959180762,False
HD 36512,Shen2024_Galactic,4.518513939877887,3.44,A,59.705,0.375,1.6,33.0,True,0.0,0.0,0.43390944732123526,1.2977792923116638,0.854644135873738,0.0,20.000000000000004,0.007109663541552882,19.850858438560593,7.155568373339164,0.09115524753963364,1.77601070267848,-0.42596873227228116,False
BN Gem,Shen2024_Galactic,4.570542939881897,3.73,A,1650.94,0.945,1.52,,True,0.0,0.0,0.5339974537503446,1.459180572344172,0.9746125596213968,0.0,29.707874629401722,0.17162341085306249,28.78595037371947,9.432190415080782,,3.217731290014814,-0.024568191490737076,False
HD 69106,Shen2024_Galactic,4.456366033129043,3.93,A,700.1800000000001,3.5,2.46,,True,0.0,0.0,0.9842689073974529,1.4256352773185792,1.2886056392571865,0.27617694401377413,28.571930243661733,0.08193324872806827,26.646199634236485,19.435944008035616,,2.8452097013823283,0.5440680443502757,False
HD 37737,Shen2024_Galactic,4.477121254719663,3.8,A,6643.65,0.68,1.74,,True,0.0,0.0,0.8872092846030661,1.3946088968897319,1.166566207945556,0.0,26.0,0.024651634843834862,24.808979308604812,14.67459783261397,,3.8224067449303956,-0.16749108729376366,False
HD 39680,Shen2024_Galactic,4.6180480967120925,3.95,A,450.42,1.47,1.55,,True,0.0,0.0,0.5515775122834093,1.6258569788256778,1.073987095589146,0.0,45.49728216294726,0.03412986745835524,42.25294446205104,11.857335153460875,,2.653617666250029,0.1673173347481761,False
SS 215,Shen2024_Galactic,4.691081492122969,4.08,A,866.4000000000001,2.245,2.55,,True,0.0,0.0,0.27167363361335917,1.8636742018418793,1.113321721760142,0.0,77.410546281896,0.021235329147524722,73.05908047200933,12.98140566674912,,2.937718443617264,0.351216345339342,False
{theta}^1^ Ori,Shen2024_Galactic,4.595496221825574,3.84,A,748.74,0.53,1.41,,True,0.0,0.0,0.5373754982331203,1.5391019407210713,1.0214329979401489,0.0,36.342302391221054,0.014932014349877364,34.60205887331896,10.505893595954,,2.874331035098442,-0.27572413039921095,False
{theta}^2^ Ori,Shen2024_Galactic,4.501059262217751,3.51,A,606.28,0.475,1.16,,True,0.0,0.0,0.6292065597841212,1.2941434501776645,0.9238426521394613,0.0,19.930178873034997,0.031018058145398965,19.685364021914737,8.391558995157045,,2.7826732419395652,-0.3233063903751334,False
ALS 8294,Shen2024_Galactic,4.620136054973758,3.9,A,252.05,1.125,1.43,87.0,True,0.0,0.0,0.4857828674148082,1.6084504497085788,1.0388906898065018,0.0,43.041481673076355,0.4410121591205523,40.59293466029838,10.936810564550408,0.15723181712183232,2.4014867017741692,0.05115252244738129,False
HDE 227245,Shen2024_Galactic,4.57978359661681,3.91,A,109.27,5.56,2.32,71.0,True,0.0,0.0,0.6767599223581902,1.5449927643272372,1.094127006745788,0.0,37.73106181381632,0.07730921683795308,35.07460302111786,12.420154742609826,0.11299083360920815,2.0385009430766745,0.7450747915820575,False
HDE 344777,Shen2024_Galactic,4.553883026643875,3.99,A,129.8,2.59,1.72,103.0,True,0.0,0.0,0.7872040046203077,1.5533777084890508,1.1831340662437637,0.0,39.45033147062015,0.07025921999496988,35.75836956178767,15.245232998831039,0.13354112458604517,2.1132746924643504,0.4132997640812518,False
BD +33 1025,Shen2024_Galactic,4.5843312243675305,3.72,A,375.775,0.39,1.44,10.0,True,0.0,0.0,0.4379558478932776,1.4716329166467352,0.9493315224274252,0.0,30.390128247088754,0.22229586128166037,29.62326452278965,8.898801563197965,0.022211625802411556,2.5749278834728484,-0.4089353929735008,False
HD 102415,Shen2024_Galactic,4.519827993775719,3.55,A,85.64,8.35,2.75,,True,0.0,0.0,0.5700289802516089,1.3360101825111264,0.9233823962292433,0.0,22.000000000000004,0.15643877189205874,21.677549296191035,8.382670512952485,,1.9326766586224007,0.921686475483602,False
HD 201345,Shen2024_Galactic,4.528916700277655,3.72,A,160.73,2.69,1.71,89.0,True,0.0,0.0,0.7122880138101882,1.4003694572507153,1.0250585889070483,0.0,26.0,0.013485019790735483,25.140242194585834,10.593966344404404,0.16605168559866204,2.2060969447065664,0.42975228000240795,False
HD 209339,Shen2024_Galactic,4.506505032404872,3.61,A,142.96,1.945,1.665,78.0,True,0.0,0.0,0.7040166840471801,1.3337219138653384,0.9843756501210387,0.0,21.999999999999993,0.05790045552751237,21.56363211000718,9.646630639711859,0.1598198884970538,2.155214539497588,0.28891960566172653,False
CYG OB2-9,Shen2024_Galactic,4.603144372620182,3.88,A,1115.51,1.7950000000000002,2.26,82.0,True,0.0,0.0,0.5430390091246144,1.5651143956965121,1.0385275577400257,0.0,38.86015875587166,0.20598918900874372,36.737905753826034,10.927669654692346,0.1483194701699015,3.047473467874319,0.254064452914338,False
CPD -26 2716,Shen2024_Galactic,4.556302500767287,4.11,A,2041.75,1.55,2.31,138.0,True,0.0,0.0,0.817392415820897,1.6498349074332181,1.2914452994884158,0.0,52.49377152618442,0.3162071777658711,44.65138222619164,19.563443457937947,0.13942660664752554,3.31000256426054,0.1903316981702915,False
HD 193514,Shen2024_Galactic,4.555094448578319,4.03,A,2532.99,0.81,1.6,84.0,True,0.0,0.0,0.8036688967546797,1.5919352260472233,1.2254064382739331,0.0,44.159572898475375,0.16711373624565243,39.07826071819238,16.803758768907503,0.09880631865116679,3.403633475241242,-0.09151498112135022,False
HD 69464,Shen2024_Galactic,4.553883026643875,4.23,A,1969.035,1.29,1.85,105.0,True,0.0,0.0,0.862070977026939,1.7029187747052732,1.3835221256447836,0.0,64.87147941863039,0.12881964635186116,50.45669205191066,24.18366541328773,0.08581812946279797,3.294253435880003,0.11058971029924898,False
HD 94963,Shen2024_Galactic,4.559906625036112,4.09,A,706.76,3.05,2.4749999999999996,92.0,True,0.0,0.0,0.8038748537621511,1.6411227239822255,1.2690321334779608,0.0,50.81454003073173,0.11236636610359176,43.76457586803745,18.579419192538612,0.09787405111768101,2.8492719620700746,0.48429983934678583,False
HD 192639,Shen2024_Galactic,4.540329474790874,4.12,A,4382.42,0.75,1.76,95.0,True,0.0,0.0,0.8442778275094078,1.645201883280846,1.325768005437607,0.0,52.27419935666508,0.2709343876264383,44.17757606082648,21.172298359902488,0.08868853286457731,3.6417139968991656,-0.12493873660829995,False
HD 191423,Shen2024_Galactic,4.509202522331103,3.72,A,381.45,5.93,2.58,,True,0.0,0.0,0.7708537697783022,1.3766342291776548,1.0499307815344752,0.0,24.609888415273005,0.36979092755972526,23.803138806549658,11.218396396724165,,2.58143761923139,0.7730546933642626,False
HD 71304,Shen2024_Galactic,4.505149978319906,4.11,A,1280.7,1.61,2.16,100.0,True,0.0,0.0,0.8934692542315226,1.6113272613123486,1.3744059958151367,0.0,47.85499070514942,0.16718090689875434,40.86271901469551,23.681324877881618,0.0834652839023715,3.1074474095236093,0.20682587603184974,False
HD 202124,Shen2024_Galactic,4.492760389026838,4.14,A,8513.49,0.3,1.455,114.0,True,0.0,0.0,0.9171024326500695,1.6183580975805691,1.4183633877003803,0.0,49.370818383675775,0.11900618472347348,41.52963341516833,26.2037464014779,0.08599106632194896,3.9301076302409514,-0.5228787452803376,False
HD 28446,Shen2024_Galactic,4.474216264076255,3.64,A,231.365,3.05,2.12,,True,0.0,0.0,0.8245355807054288,1.3313655120925405,1.0665934279422409,0.0,22.000000000000004,0.32014258570950993,21.44694865632614,11.657177998241357,,2.364297661199437,0.48429983934678583,False
HD 75222,Shen2024_Galactic,4.480006942957151,4.09,A,4666.81,0.76,2.0,65.0,True,0.0,0.0,0.9878161105527644,1.5239278159611351,1.373803106987297,0.0,37.852329462007,0.06278246510131422,33.41394981205922,23.648473203391504,0.054327800218899144,3.6690201197985317,-0.11918640771920865,False
HD 195592,Shen2024_Galactic,4.447158031342219,4.27,A,11079.05,0.13,1.23,100.0,True,0.0,0.0,0.9881712049485547,1.643100071500375,1.5853478090489952,0.0,56.346283962000136,0.046061788369668594,43.96429076687998,38.48999095605705,0.05135279211609261,4.0445025223557565,-0.8860566476931632,True
HD 191781,Shen2024_Galactic,4.457881896733992,3.83,A,10366.15,0.27,1.48,48.0,True,0.0,0.0,0.969219959982425,1.3668104544636739,1.2066631783493882,0.283642007731931,24.410315830752708,0.11588313523149957,23.270753962128623,16.09396966297017,0.058950830767311974,4.015617488865943,-0.5686362358410126,False
HDE 338 931,Shen2024_Galactic,4.580924975675619,3.95,A,783.415,2.61,2.08,9.0,True,0.0,0.0,0.6941281827757214,1.5614992280791282,1.1143948974869788,0.0,39.53431457639583,0.049053572904974446,36.43336024964605,13.013523404674926,0.013669715713316849,2.8939918827018425,0.41664050733828095,False
HD 190864,Shen2024_Galactic,4.574031267727719,4.05,A,247.29,4.58,2.38,90.0,True,0.0,0.0,0.7629864498360565,1.624852152149062,1.2112432159183144,0.0,47.84389128962976,0.200237338480799,42.155296876919785,16.26459359214646,0.10937326184184405,2.393206554563365,0.6608654780038692,False
HD 42088,Shen2024_Galactic,4.6020599913279625,3.81,A,303.85,0.265,1.135,76.0,True,0.0,0.0,0.4560035041268243,1.539534992287241,0.9927800422684523,0.0,35.99999999999999,0.06942391230050533,34.636579111756156,9.835128584695836,0.1527374096019646,2.4826592406833354,-0.5767541260631921,True
BD +60 134,Shen2024_Galactic,4.60959440922522,3.88,A,187.87,4.26,2.06,,True,0.0,0.0,0.5091907972927856,1.5749760889392959,1.0303350479471092,0.0,39.62786210256242,0.0331059872365557,37.58167122834173,10.723462760560203,,2.273857435371118,0.6294095991027189,False
