key,vmac,vsini,vmac_src,SpType,logTeff_sp,logL_sp,logg_sp
HD191396,62.0,33.0,deBurgos2024,B0.5II,4.4361626470407565,3.9555916808177627,3.18
HD191456,57.0,40.0,deBurgos2024,B0.5III,4.423245873936808,3.773924588401969,3.31
HD191611,80.0,56.0,deBurgos2024,B0.5III,4.426511261364575,4.066986138113037,3.03
HD191781,96.0,74.0,deBurgos2024,ON9.7Iab,4.477121254719663,3.9694261115333873,3.33
HD192039,38.0,16.0,deBurgos2024,B0IV,4.502427119984433,3.5406495725924696,3.86
HD192079,42.0,45.0,deBurgos2024,B0.5IV,4.471291711058939,3.6461079368904925,3.63
HD192444,71.0,44.0,deBurgos2024,B1III,4.354108439147401,3.8773748492443416,2.93
HD192539,46.0,32.0,deBurgos2024,B2III,4.350248018334163,3.4219331659913896,3.37
HD192660,114.0,56.0,deBurgos2024,B0Ib,4.431363764158987,4.186396149290685,2.93
HD192832,27.0,36.0,deBurgos2024,B5Ia,4.212187604403958,3.9196915102705696,2.32
HD193007,70.0,61.0,deBurgos2024,B0.5II,4.432969290874405,3.8828182561523588,3.24
HD193032,70.0,44.0,deBurgos2024,B0III,4.456366033129043,3.8464052251709075,3.37
HD193076,70.0,60.0,deBurgos2024,B0.7II,4.401400540781544,3.986543255780912,3.01
HD193117,17.0,124.0,deBurgos2024,O9.5II,4.502427119984433,4.08064957259247,3.32
HD193444,79.0,32.0,deBurgos2024,B0.5V,4.442479769064448,3.79086016891253,3.37
HD194057,81.0,57.0,deBurgos2024,B1Ib,4.41161970596323,3.9574199165076576,3.08
HD194153,74.0,71.0,deBurgos2024,B1Iab,4.396199347095736,4.035738481037683,2.94
HD194303,55.0,40.0,deBurgos2024,B3II,4.328379603438738,3.44445950640969,3.26
HD194779,13.0,120.0,deBurgos2024,B3II,4.326335860928752,3.446284536369744,3.25
HD195229,54.0,32.0,deBurgos2024,B0.2III,4.444044795918076,3.7271202763270423,3.44
HD195592,50.0,60.0,deBurgos2024,O9.7Ia,4.432969290874405,4.252818256152358,2.87
HD198479,7.0,54.0,deBurgos2024,B1III,4.4281347940287885,3.5534802687698916,3.55
HD200857,35.0,155.0,deBurgos2024,B3IIIv,4.264817823009537,3.630212384692885,2.82
HD201638,49.0,69.0,deBurgos2024,B0.5V,4.444044795918076,3.4371202763270423,3.73
HD203938,77.0,135.0,deBurgos2024,B0.5IV,4.431363764158987,3.476396149290685,3.64
HD20508,44.0,108.0,deBurgos2024,B1.5IV,4.365487984890899,3.282893032218335,3.57
HD205196,96.0,51.0,deBurgos2024,B0Ib,4.432969290874405,4.152818256152359,2.97
HD205794,23.0,9.0,deBurgos2024,B0.5V,4.444044795918076,3.257120276327042,3.91
HD206259,64.0,176.0,deBurgos2024,B3III,4.201397124320452,3.3065295899365443,2.89
HD209678,61.0,30.0,deBurgos2024,B2I,4.307496037913213,3.870925244307587,2.75
HD210386,39.0,15.0,deBurgos2024,B1.5II-III,4.378397900948138,3.504532696447289,3.4
HD213481,42.0,32.0,deBurgos2024,B1.5II-III,4.354108439147401,3.4273748492443423,3.38
HD214080,70.0,114.0,deBurgos2024,B1/2Ib,4.354108439147401,3.8273748492443422,2.98
HD214993,44.0,25.0,deBurgos2024,B1.5III,4.382017042574868,3.3390092629542103,3.58
HD215733,83.0,73.0,deBurgos2024,B1II,4.38738982633873,3.9805003980096556,2.96
HD215806,40.0,94.0,deBurgos2024,B0Ib,4.510545010206612,4.1231211334811855,3.31
HD216438,45.0,21.0,deBurgos2024,B1II,4.3747483460101035,3.7099344766951514,3.18
HD217490,94.0,45.0,deBurgos2024,B0II,4.437750562820388,4.121943343936289,3.02
HD218941,53.0,61.0,deBurgos2024,B1Ib,4.3692158574101425,3.8078045222953074,3.06
HD219287,72.0,91.0,deBurgos2024,B0.5Ia,4.431363764158987,4.2463961492906845,2.87
HD222568,39.0,18.0,deBurgos2024,B1IV,4.3692158574101425,3.4178045222953073,3.45
HD224257,40.0,25.0,deBurgos2024,B0.2IV,4.465382851448418,3.532472498448411,3.72
HD224424,64.0,54.0,deBurgos2024,B1Iab,4.346352974450639,4.086352990457293,2.69
HD225146,94.0,86.0,deBurgos2024,O9.7Iab,4.437750562820388,4.1919433439362885,2.95
HD22586,57.0,91.0,deBurgos2024,B1/2III,4.348304863048161,3.63416054484738,3.15
HD227634,69.0,105.0,deBurgos2024,B0.2II,4.44870631990508,3.9957663722750567,3.19
HD227704,63.0,119.0,deBurgos2024,B0III,4.494154594018442,4.027559468728507,3.34
HD228053,78.0,52.0,deBurgos2024,B1II,4.408239965311849,3.9039009539021334,3.12
HD228712,72.0,63.0,deBurgos2024,B0.5Ia,4.401400540781544,4.256543255780912,2.74
HD229033,17.0,170.0,deBurgos2024,B0II-III,4.460897842756548,4.06453246368093,3.17
HD229159,66.0,44.0,deBurgos2024,B1.5Ib,4.361727836017593,3.9678524367251096,2.87
HD229234,62.0,107.0,deBurgos2024,O9III,4.505149978319906,4.101541005934362,3.31
HD232522,29.0,110.0,deBurgos2024,B1II,4.413299764081252,3.5641401489797446,3.48
HD232590,45.0,116.0,deBurgos2024,B1.5III,4.352182518111363,3.5396711651001884,3.26
HD235783,72.0,84.0,deBurgos2024,B1Ib,4.359835482339888,3.970283022014291,2.86
HD236695,32.0,38.0,deBurgos2024,B1.5II,4.338456493604605,3.4547670670731576,3.29
HD236740,45.0,31.0,deBurgos2024,B2Ib,4.269512944217916,3.8289928695264015,2.64
HD236810,37.0,80.0,deBurgos2024,B2III,4.292256071356476,3.539965378080643,3.02
HD236815,64.0,37.0,deBurgos2024,B0.5III,4.416640507338281,3.8975031220078606,3.16
HD236954,61.0,143.0,deBurgos2024,B3Ib-II,4.292256071356476,3.579965378080643,2.98
HD239967,110.0,90.0,deBurgos2024,B3II,4.315970345456917,3.504822474482407,3.15
HD240256,47.0,26.0,deBurgos2024,B3Ib,4.232996110392154,3.662925534223353,2.66
HD2451,63.0,88.0,deBurgos2024,B0.5IV,4.466867620354109,3.698411574071174,3.56
HD25090,48.0,25.0,deBurgos2024,B0.5III,4.41161970596323,3.557419916507657,3.48
HD251847,31.0,19.0,deBurgos2024,B1IV,4.44870631990508,3.3957663722750566,3.79
HD255134,29.0,17.0,deBurgos2024,B1IVp,4.4361626470407565,3.405591680817763,3.73
HD2619,45.0,16.0,deBurgos2024,B0.5III,4.457881896733992,3.562468679590707,3.66
HD27795,28.0,8.0,deBurgos2024,B1V,4.352182518111363,3.349671165100188,3.45
HD29138,56.0,97.0,deBurgos2024,B1.5III,4.378397900948138,3.9545326964472887,2.95
HD292164,35.0,10.0,deBurgos2024,B1.5III,4.363611979892144,3.425389012223313,3.42
HD305523,55.0,69.0,deBurgos2024,O9II-III,4.532754378992498,4.031958608624727,3.49
HD305619,110.0,43.0,deBurgos2024,O9.7II,4.510545010206612,4.2031211334811855,3.23
HD306097,8.0,123.0,deBurgos2024,O9V,4.52244423350632,4.090718026680018,3.39
HD331759,58.0,82.0,deBurgos2024,B1Ib,4.444044795918076,3.8071202763270424,3.36
HD33203B,15.0,114.0,deBurgos2024,B2II,4.344392273685111,3.4585101873951816,3.31
HD332407,35.0,160.0,deBurgos2024,B1Ibp,4.418301291319746,4.02414625793372,3.04
HD344776,77.0,50.0,deBurgos2024,B0.5Ib,4.447158031342219,3.659573218023615,3.52
HD35653,60.0,39.0,deBurgos2024,B0.5V,4.378397900948138,3.864532696447289,3.04
HD36212,44.0,17.0,deBurgos2024,B3II,4.278753600952829,3.6359554964660528,2.87
HD37032,15.0,94.0,deBurgos2024,B0.5V,4.489958479424835,3.5007750103540753,3.85
HD38131,43.0,94.0,deBurgos2024,B0.5V,4.423245873936808,3.663924588401969,3.42
HD41398,67.0,49.0,deBurgos2024,B2Ib,4.342422680822207,4.160631815943564,2.6
HD41690,60.0,47.0,deBurgos2024,B1V,4.3747483460101035,3.5799344766951515,3.31
HD42379,55.0,50.0,deBurgos2024,B1II,4.390935107103379,3.8746815210682546,3.08
HD42877,53.0,168.0,deBurgos2024,B1/2II,4.525044807036846,3.5611203208021194,3.93
HD43753,84.0,74.0,deBurgos2024,B0.5III,4.409933123331294,4.070673585979914,2.96
HD43837,67.0,29.0,deBurgos2024,B2Ibp?,4.334453751150931,4.05875609725846,2.67
HD44597,37.0,10.0,deBurgos2024,O9V,4.518513939877887,3.6749968521662857,3.79
HD44965,54.0,86.0,deBurgos2024,B3II,4.2405492482825995,3.593138085785135,2.76
HD4613,59.0,27.0,deBurgos2024,B1II,4.372912002970106,3.9125891045351624,2.97
HD4694,52.0,24.0,deBurgos2024,B3Ia,4.217483944213907,3.980876869510364,2.28
HD47382,68.0,39.0,deBurgos2024,B6Ib,4.460897842756548,3.9545324636809305,3.28
HD52089,44.0,26.0,deBurgos2024,B1.5II,4.376576957056512,3.6072489208807865,3.29
HD52382,84.0,47.0,deBurgos2024,B0.5Ia,4.372912002970106,4.162589104535162,2.72
HD53367,48.0,24.0,deBurgos2024,B0IV/Ve,4.459392487759231,3.7185110436916595,3.51
HD53456,25.0,12.0,deBurgos2024,B0IV,4.478566495593843,3.45520707503011,3.85
HD53667,80.0,109.0,deBurgos2024,B0/1Ib,4.4031205211758175,3.9034231773580075,3.1
HD53754,73.0,80.0,deBurgos2024,B0/1Ib,4.380211241711606,3.9217860595011627,2.99
HD53974,87.0,128.0,deBurgos2024,B0IIIn,4.409933123331294,4.0806735859799135,2.95
HD54911,50.0,108.0,deBurgos2024,B1III,4.365487984890899,3.482893032218335,3.37
HD5551,52.0,57.0,deBurgos2024,B1.5Iab,4.324282455297693,4.018070913845509,2.67
HD57258,23.0,31.0,deBurgos2024,B3II,4.2405492482825995,3.4031380857851348,2.95
HD58510,87.0,41.0,deBurgos2024,B1Ia,4.372912002970106,3.9525891045351624,2.93
HD59864,23.0,10.0,deBurgos2024,B1/2Ib/II,4.394451680826216,3.2987478159596013,3.67
HD59882,9.0,8.0,deBurgos2024,B1V,4.416640507338281,3.307503122007861,3.75
HD60369,46.0,78.0,deBurgos2024,B7Ib,4.519827993775719,3.9102530677576124,3.56
HD60479,47.0,63.0,deBurgos2024,O9.5Ib,4.487138375477186,4.089494594563481,3.25
HD6182,68.0,38.0,deBurgos2024,B1Ibp,4.401400540781544,3.916543255780912,3.08
HD62844,62.0,42.0,deBurgos2024,B2Ia,4.278753600952829,4.145955496466053,2.36
HD63922,45.0,24.0,deBurgos2024,B0III,4.481442628502305,3.6767116066639565,3.64
HD64993,62.0,44.0,deBurgos2024,B1Ib/II,4.385606273598312,3.9933661870479855,2.94
HD66665,10.0,7.0,deBurgos2024,B1V,4.444044795918076,3.3371202763270422,3.83
HD68450,75.0,45.0,deBurgos2024,O9.7II,4.474216264076255,4.077806148959758,3.21
HD70839,26.0,166.0,deBurgos2024,B2III,4.346352974450639,3.376352990457293,3.4
HD7103,26.0,35.0,deBurgos2024,B3Ib,4.225309281725863,3.8721782195581906,2.42
HD71304,92.0,73.0,deBurgos2024,O9II,4.532754378992498,4.191958608624727,3.33
HD71771,22.0,44.0,deBurgos2024,B2II,4.332438459915605,3.270694932317157,3.45
HD74575,36.0,18.0,deBurgos2024,B1.5III,4.3692158574101425,3.3578045222953077,3.51
HD75149,54.0,34.0,deBurgos2024,B5Iab,4.243038048686294,4.073093287399915,2.29
HD75222,113.0,77.0,deBurgos2024,O9.7Iab,4.44870631990508,4.225766372275056,2.96
HD76341,53.0,72.0,deBurgos2024,O9.2IV,4.502427119984433,3.9806495725924695,3.42
HD76968,118.0,54.0,deBurgos2024,O9.2Ib,4.491361693834273,4.2663878679918295,3.09
HD79186,63.0,28.0,deBurgos2024,B5Ia,4.209515014542631,4.1690011508252605,2.06
HD8965,15.0,123.0,deBurgos2024,B0.5V,4.447158031342219,3.369573218023615,3.81
HD89767,84.0,56.0,deBurgos2024,B0.5/1Iab,4.409933123331294,4.140673585979914,2.89
HD91452,81.0,79.0,deBurgos2024,B0III,4.434568904034199,4.2092167087915335,2.92
HD91943,80.0,61.0,deBurgos2024,B0.7Ib,4.426511261364575,4.266986138113037,2.83
HD91969,76.0,69.0,deBurgos2024,B0I+,4.432969290874405,4.252818256152358,2.87
HD92007,27.0,87.0,deBurgos2024,B1III,4.383815365980431,3.4262025565764613,3.5
HD92712,72.0,42.0,deBurgos2024,B2/3II/III,4.424881636631067,3.9404676391790057,3.15
HD92850,88.0,36.0,deBurgos2024,B0Ia,4.451786435524291,4.1080868347519,3.09
HD92964,46.0,45.0,deBurgos2024,B2.5Ia,4.271841606536499,4.268307518800731,2.21
HD93027,51.0,55.0,deBurgos2024,O9.5IV,4.523746466811565,3.5359269599009955,3.95
HD93840,73.0,75.0,deBurgos2024,B1/2Iab/b,4.359835482339888,4.050283022014291,2.78
HD94493,66.0,101.0,deBurgos2024,B0.5Iab/b,4.401400540781544,4.076543255780912,2.92
HD95880,50.0,27.0,deBurgos2024,B3Ib/II,4.181843587944773,4.008315444433828,2.11
HD96248,65.0,59.0,deBurgos2024,B1Iab,4.344392273685111,4.098510187395181,2.67
HD96622,68.0,28.0,deBurgos2024,O9.2IV,4.514547752660286,3.799132103295883,3.65
HD97400,45.0,24.0,deBurgos2024,B2.5Ib,4.27415784926368,3.6575724897094557,2.83
HD97522,66.0,53.0,deBurgos2024,B0.5II,4.367355921026019,3.920364776758813,2.94
HD99953,67.0,48.0,deBurgos2024,B2Ia,4.307496037913213,4.120925244307587,2.5
BD-114586,68.0,74.0,Holgado2018,O8,4.510545010206612,4.223121133481185,3.21
CPD-417733,71.0,56.0,Holgado2018,O9,4.534026106056135,3.877045516879279,3.65
CPD-472963AB,110.0,67.0,Holgado2018,O5,4.569373909615046,4.1584367311149215,3.51
CPD-592551,92.0,124.0,Holgado2018,O9,4.54282542695918,3.672242800491456,3.89
CPD-592600,106.0,127.0,Holgado2018,O6,4.594392550375426,3.928511294156442,3.84
CYGOB2-11,85.0,75.0,Holgado2018,O5.5,4.571708831808688,4.047776419889488,3.63
CYGOB2-4A,105.0,72.0,Holgado2018,O7,4.561101383649056,4.115346627250963,3.52
CYGOB2-7,126.0,75.0,Holgado2018,O3,,,
CYGOB2-9,82.0,112.0,Holgado2018,O4.5,,,
HD101190AAAB,74.0,49.0,Holgado2018,O6,4.599883072073688,3.9104733809494876,3.88
HD101223,63.0,55.0,Holgado2018,O8,4.546542663478131,3.9571117465672603,3.62
HD104565,116.0,56.0,Holgado2018,OC9.7,4.460897842756548,4.23453246368093,3.0
HD105056,46.0,56.0,Holgado2018,ON9.7,4.437750562820388,4.281943343936289,2.86
HD114737AB,83.0,58.0,Holgado2018,O8.5,4.552668216112194,3.721613957103512,3.88
HD125241,95.0,118.0,Holgado2018,O8.5,4.506505032404872,4.206961222274226,3.21
HD135591,60.0,60.0,Holgado2018,O8,4.544068044350276,3.9872132700558396,3.58
HD14633AAAB,69.0,121.0,Holgado2018,ON8.5,4.544068044350276,3.80721327005584,3.76
HD14947,22.0,114.0,Holgado2018,O4.5,4.592176757395867,4.119648122238206,3.64
HD151515,98.0,67.0,Holgado2018,O7,4.556302500767288,4.066151095723888,3.55
HD151804,73.0,72.0,Holgado2018,O8,4.450249108319361,4.361937525932181,2.83
HD152424,66.0,59.0,Holgado2018,OC9.2,4.48000694295715,4.150968864483337,3.16
HD152590,56.0,48.0,Holgado2018,O7.5,4.57978359661681,3.790075479121978,3.92
HD152723AAAB,100.0,73.0,Holgado2018,O6.5,4.57978359661681,3.900075479121978,3.81
HD15570,115.0,81.0,Holgado2018,O4,,,
HD155889AB,51.0,27.0,Holgado2018,O9.5,4.54282542695918,3.4622428004914565,4.1
HD156154,102.0,62.0,Holgado2018,O7.5,4.534026106056135,4.217045516879279,3.31
HD156738AB,103.0,65.0,Holgado2018,O6.5,4.578639209968072,3.875497932527026,3.83
HD163758,87.0,76.0,Holgado2018,O6.5,4.539076098792776,4.267245487825843,3.28
HD16691,88.0,158.0,Holgado2018,O4,,,
HD168076AB,101.0,68.0,Holgado2018,O4,4.633468455579586,4.004814914973082,3.92
HD168112AB,78.0,107.0,Holgado2018,O5,4.598790506763115,4.0861031197071975,3.7
HD169582,97.0,66.0,Holgado2018,O6,4.589949601325707,4.050739497957566,3.7
HD190429A,113.0,90.0,Holgado2018,O4,4.563481085394411,4.124865434232381,3.52
HD193443AB,140.0,66.0,Holgado2018,O9,4.518513939877888,3.964996852166289,3.5
HD229196,25.0,248.0,Holgado2018,O6,4.565847818673518,4.154332367348809,3.5
HD242926,52.0,89.0,Holgado2018,O7,4.5910646070264995,3.685199520760735,4.07
HD298429,80.0,105.0,Holgado2018,O8.5,4.5263392773898445,3.986298202214116,3.51
HD303308AB,67.0,85.0,Holgado2018,O4.5,4.613841821876069,3.9463083801590146,3.9
HD303311,61.0,47.0,Holgado2018,O6,4.603144372620182,3.893518583135466,3.91
HD303492,55.0,87.0,Holgado2018,O8.5,4.451786435524291,4.3380868347519,2.86
HD319699,76.0,69.0,Holgado2018,O5,4.6148972160331345,3.9405299567872754,3.91
HD319702,50.0,66.0,Holgado2018,O8,4.559906625036112,3.670567592799187,3.96
HD322417,100.0,68.0,Holgado2018,O6.5,4.586587304671755,3.9972903113417577,3.74
HD36486AAAB,94.0,100.0,Holgado2018,O9.5,4.478566495593843,3.99520707503011,3.31
HD36861A,77.0,52.0,Holgado2018,O8,4.546542663478131,4.05711174656726,3.52
HD38666,56.0,111.0,Holgado2018,O9.5,4.5301996982030825,3.6117398854670677,3.9
HD57061AAAB,85.0,57.0,Holgado2018,O9,4.518513939877888,3.964996852166289,3.5
HD64568,53.0,75.0,Holgado2018,O3,,,
HD69464,105.0,73.0,Holgado2018,O7,4.553883026643875,4.236473199230235,3.37
HD75211,53.0,145.0,Holgado2018,O8.5,4.523746466811565,4.135926959900996,3.35
HD91572,57.0,60.0,Holgado2018,O6.5,4.588831725594208,3.9062679950315684,3.84
HD91824,48.0,51.0,Holgado2018,O7,4.599883072073688,3.7704733809494884,4.02
HD93028,55.0,25.0,Holgado2018,O9,4.547774705387822,3.6520399142060267,3.93
HD93128,56.0,58.0,Holgado2018,O3.5,,,
HD93129AAAB,142.0,116.0,Holgado2018,O2,,,
HD93146A,67.0,60.0,Holgado2018,O7,4.587710965018911,3.901784952730383,3.84
HD93160AB,64.0,120.0,Holgado2018,O7,4.563481085394411,3.8048654342323815,3.84
HD93204,93.0,110.0,Holgado2018,O5.5,4.593286067020458,4.034085360736568,3.73
HD93222AB,90.0,50.0,Holgado2018,O7,4.565847818673518,4.024332367348809,3.63
HD93249A,72.0,55.0,Holgado2018,O9,4.515873843711679,3.954436467501454,3.5
HD93250AB,84.0,70.0,Holgado2018,O4,4.653212513775344,4.143791147756113,3.86
HD93843,120.0,58.0,Holgado2018,O5,4.571708831808688,4.147776419889489,3.53
HD94024,52.0,162.0,Holgado2018,O8,4.541579243946581,4.06725806844106,3.49
HD94963,92.0,76.0,Holgado2018,O7,4.559906625036112,4.090567592799187,3.54
HD96264,65.0,29.0,Holgado2018,O9.5,4.519827993775719,3.8002530677576125,3.67
HD96715,86.0,59.0,Holgado2018,O4,4.6551384348113825,4.101494831900267,3.91
HD96946,58.0,72.0,Holgado2018,O6.5,4.5910646070264995,3.8951995207607353,3.86
HD97848,77.0,41.0,Holgado2018,O8,4.551449997972875,3.9267410845462365,3.67
TRUMPLER14-9,41.0,66.0,Holgado2018,O8.5,4.564666064252089,3.5496053496630933,4.1
CPD-472963,110.0,67.0,Burssens2020,O5,4.57,4.16,
HD110360,86.0,96.0,Burssens2020,ON7,4.59,3.6,
HD112244,80.0,124.0,Burssens2020,O8.5,4.5,4.15,
HD152233,105.0,62.0,Burssens2020,O6,4.58,4.01,
HD156738,103.0,65.0,Burssens2020,O6.5,4.58,3.87,
HD23466,100.0,75.0,Burssens2020,B3,4.2,2.51,
HD26912,30.0,53.0,Burssens2020,B3,4.2,2.61,
HD39680,31.0,101.0,Burssens2020,O6,,,
HD41753,40.0,25.0,Burssens2020,B3,4.23,2.61,
HD43112,12.0,7.0,Burssens2020,B1,4.41,2.95,
HD45314,4.0,128.0,Burssens2020,O9:,,,
HD48977,8.0,26.0,Burssens2020,B2.5,4.25,2.61,
HD66811,12.0,198.0,Burssens2020,O4,,,
HD90273,55.0,55.0,Burssens2020,ON7,4.59,3.95,
HD97253,105.0,70.0,Burssens2020,O5,4.59,4.16,
BD+60261,111.0,171.0,SimonDiaz2014,O7.5,,,
BD+60586A,79.0,41.0,SimonDiaz2014,O7,,,
BD+62424,85.0,48.0,SimonDiaz2014,O6.5,,,
HD13268,47.0,315.0,SimonDiaz2014,ON8.5,,,
HD14434,172.0,430.0,SimonDiaz2014,O5.5,,,
HD149757,159.0,319.0,SimonDiaz2014,O9.5,,,
HD15137,145.0,290.0,SimonDiaz2014,O9.5,,,
HD15642,243.0,325.0,SimonDiaz2014,O9.5,,,
HD163892,72.0,206.0,SimonDiaz2014,O9,,,
HD165174,238.0,366.0,SimonDiaz2014,B0,,,
HD165246,52.0,261.0,SimonDiaz2014,O8,,,
HD165921,96.0,241.0,SimonDiaz2014,O7,,,
HD167971,116.0,62.0,SimonDiaz2014,O8,,,
HD175876,85.0,285.0,SimonDiaz2014,O6.5,,,
HD184915,42.0,284.0,SimonDiaz2014,B0.5,,,
HD188439,74.0,299.0,SimonDiaz2014,B0.5,,,
HD191423,147.0,422.0,SimonDiaz2014,ON9,,,
HD192281,0.0,292.0,SimonDiaz2014,O4.5,,,
HD193322A,43.0,41.0,SimonDiaz2014,O9,,,
HD203064,44.0,299.0,SimonDiaz2014,O7.5,,,
HD210839,51.0,204.0,SimonDiaz2014,O6.5,,,
HD216532,30.0,203.0,SimonDiaz2014,O8.5,,,
HD217086,59.0,399.0,SimonDiaz2014,O7,,,
HD224151,39.0,132.0,SimonDiaz2014,B0.5,,,
HD228841,117.0,334.0,SimonDiaz2014,O6.5,,,
HD24912,80.0,230.0,SimonDiaz2014,O7.5,,,
HD25639,58.0,234.0,SimonDiaz2014,O9.5,,,
HD36879,54.0,219.0,SimonDiaz2014,O7,,,
HD37023,12.0,48.0,SimonDiaz2014,B0.2,,,
HD41161,16.0,338.0,SimonDiaz2014,O8,,,
HD41997,39.0,265.0,SimonDiaz2014,O7.5,,,
HD46056A,113.0,377.0,SimonDiaz2014,O8,,,
HD46485,114.0,326.0,SimonDiaz2014,O7,,,
HD52266,92.0,263.0,SimonDiaz2014,O9.5,,,
HD52533,181.0,301.0,SimonDiaz2014,O8.5,,,
HD93521,133.0,380.0,SimonDiaz2014,O9.5,,,
