star,source,SpType,logTeff,logLspec,logg,vmac,vsini,tau,logM,logR
BD+622296A,deBurgos2024,B2.5Iae,4.238046103128795,4.2431255051699175,2.1,67.0,38.0,1.0000837053876468,1.6224461790548357,1.9810696467060416
BD+6312,deBurgos2024,O9Ib,4.503790683057181,3.956103824883461,3.45,43.0,59.0,0.8781523247138399,1.500605285595738,1.2435615517468572
BD+631962,deBurgos2024,B0.7IV,4.439332693830263,3.2582718679757887,3.89,25.0,6.0,0.6658659564146263,1.144719349775816,0.8504593633068349
BD+631964,deBurgos2024,B0Iab,4.423245873936808,4.223924588401969,2.86,100.0,61.0,0.9914947698168176,1.621817034982601,1.596591968363951
BD+6370,deBurgos2024,B0Ib,4.432969290874405,4.0428182561523585,3.08,66.0,62.0,0.985895215878428,1.4974585706575514,1.4302390259403344
BD+6389,deBurgos2024,B1Ib,4.4048337166199385,3.920275959134491,3.09,55.0,80.0,1.0007486888777417,1.383256559092826,1.364359032798974
BD+6476,deBurgos2024,B1Ib,4.367355921026019,3.8703647767588127,2.99,74.0,128.0,1.0009735041125998,1.3486874733786631,1.399205606933394
BD-124970,deBurgos2024,B0.5Ia,4.390935107103379,4.164681521068254,2.79,87.0,63.0,0.9968237238709554,1.5885792339584532,1.62087096924352
BD-134930,deBurgos2024,O9.7V,4.509202522331103,3.457751181979149,3.97,27.0,11.0,0.5162683012253587,1.2915452914666876,0.8770911410556925
BD-175190,deBurgos2024,B1Ia,4.389166084364533,3.907605430112868,3.04,39.0,57.0,1.00085099225662,1.3736069360955985,1.3842776107818129
CD-324967,deBurgos2024,B2.5Iab,4.247973266361806,4.192834158101963,2.19,49.0,35.0,1.0001194774982198,1.5834267177610415,1.9161957789442703
CD-573344,deBurgos2024,B1III,4.390935107103379,3.5046815210682545,3.45,52.0,23.0,0.9999960274430888,1.1630272468548666,1.074970331739794
CD-573348B,deBurgos2024,B2.5V,4.416640507338281,3.41750312200786,3.64,32.0,55.0,0.8489354384512774,1.192024560479613,0.9972962246930568
CPD-546791,deBurgos2024,O9.5V,4.528916700277655,3.5266078937653575,3.98,40.0,33.0,0.493871889119831,1.337161985302925,0.8959469415403746
CPD-573507,deBurgos2024,B0Iab,4.4281347940287885,4.263480268769891,2.84,75.0,63.0,0.9890565465035208,1.6435132569161643,1.6183813096369817
CPD-573517,deBurgos2024,B1V,4.382017042574868,3.46900926295421,3.45,12.0,179.0,0.9998122951903088,1.1420686704043224,1.0610142600066197
HD100943,deBurgos2024,B1Iab/b,4.193124598354461,4.083439486072582,2.08,42.0,44.0,1.000778828352588,1.47466673665324,1.9160240122531205
HD101545A,deBurgos2024,O9.2II,4.506505032404872,4.1969612222742265,3.22,71.0,57.0,0.8972431441385283,1.6655813901419267,1.4419829145353993
HD101545B,deBurgos2024,B0.5Iab,4.429752280002408,4.089950212664368,3.02,80.0,52.0,0.9947485710004954,1.5228054973815193,1.4697676914073292
HD102997,deBurgos2024,B5Ia,4.20682587603185,4.238244596782137,1.98,58.0,46.0,1.000131674666126,1.6202903121036962,2.0402009674282726
HD103338,deBurgos2024,B3Ib,4.243038048686294,3.683093287399915,2.68,37.0,34.0,1.0015505586693534,1.2239671701048689,1.4908709039238317
HD103779,deBurgos2024,B0/1II,4.421603926869831,4.057356800134061,3.02,76.0,49.0,0.9903957554790536,1.5027382681906087,1.460022978292227
HD106343,deBurgos2024,B1.5Ia,4.3560258571931225,4.035044521427228,2.78,65.0,50.0,1.0001611227556553,1.4556048405501876,1.5584103498769577
HD108002,deBurgos2024,B2Ia/ab,4.344392273685111,4.068510187395181,2.7,71.0,44.0,1.0002267375023426,1.474257836414837,1.6058434011194365
HD108639,deBurgos2024,B1III,4.444044795918076,3.9771202763270423,3.19,71.0,117.0,0.9862698259161012,1.4629060407980636,1.3557231385360446
HD10898,deBurgos2024,B2.5Ib,4.271841606536499,3.9183075188007312,2.56,50.0,40.0,1.001435271662132,1.3715277513333797,1.6240732475858586
HD109867,deBurgos2024,B0.5/1Iab,4.378397900948138,4.104532696447289,2.8,82.0,47.0,0.9998260772101352,1.5093555339053455,1.5747658463340677
HD111123,deBurgos2024,B1IV,4.4281347940287885,3.4734802687698916,3.63,51.0,37.0,0.8493405754978043,1.2245644842019847,1.019864552669157
HD111822,deBurgos2024,B0.5/1Ib,4.459392487759231,3.908511043691659,3.32,46.0,149.0,0.9790630188220402,1.41355024826204,1.265610411931836
HD111973,deBurgos2024,B5I,4.2455126678141495,3.862991763911335,2.51,63.0,31.0,1.001570653513054,1.330892033080798,1.6295060324280937
HD111990,deBurgos2024,B1.5I+,4.269512944217916,3.9289928695264016,2.54,51.0,39.0,1.001436079907258,1.3778554664795164,1.6378482353629262
HD112481,deBurgos2024,B2II/III,4.394451680826216,3.6287478159596014,3.34,44.0,19.0,0.9859398895562248,1.2508423047412798,1.1794890021415203
HD113904B,deBurgos2024,O9III,4.511883360978874,4.038474536570235,3.4,92.0,87.0,0.8769885564537298,1.553471200705198,1.291547030161483
HD115842,deBurgos2024,B0.5Ia/ab,4.3979400086720375,4.2927011273428874,2.69,73.0,66.0,1.005078087364743,1.548979456775836,1.649690722628633
HD116084,deBurgos2024,B2Ib,4.2878017299302265,4.072148012375643,2.47,51.0,49.0,1.0004554764986853,1.4739276683673128,1.7218204982459089
HD117024,deBurgos2024,B2Ib,4.342422680822207,3.750631815943564,3.01,48.0,58.0,1.001057209098397,1.2703427967219756,1.349764880759004
HD11744,deBurgos2024,B2III,4.247973266361806,3.2328341581019626,3.15,48.0,22.0,1.0008824169367516,1.0225965281566518,1.1581905252658753
HD117460,deBurgos2024,B0/1(III),4.307496037913213,3.560925244307587,3.06,36.0,98.0,1.000960322245039,1.1629287327062192,1.2700450038535924
HD118198,deBurgos2024,O9.7III,4.481442628502305,3.9767116066639567,3.34,68.0,36.0,0.974907482748398,1.459516766125301,1.278607265165386
HD119159,deBurgos2024,B1/2II,4.4031205211758175,3.773423177358008,3.23,53.0,146.0,0.992319135090262,1.3082734035359185,1.2457794327833371
HD119646,deBurgos2024,B1Ib/II,4.320146286111054,3.951526237098954,2.72,54.0,41.0,1.0009699832571026,1.3981677388692673,1.5592882271439277
HD120680,deBurgos2024,B2II,4.252853030979893,3.4523532165743105,2.95,38.0,150.0,1.0011795622854724,1.1154191681858006,1.3031940236069477
HD121228,deBurgos2024,B1Ib,4.371067862271736,3.94521254174168,2.93,69.0,69.0,1.000725990482473,1.3984005667426764,1.4555205331083054
HD122879,deBurgos2024,B0Ia,4.437750562820388,4.171943343936289,2.97,101.0,72.0,0.9841377415077476,1.599666690151028,1.5312034998270516
HD123008,deBurgos2024,ON9.2Iab,4.495544337546448,4.183118442840531,3.19,85.0,82.0,0.9083097603861215,1.654733444948825,1.451070523432986
HD12509,deBurgos2024,B1III,4.376576957056512,3.727248920880786,3.17,55.0,35.0,1.0007815607924764,1.2608097999215475,1.2663704369221058
HD125545,deBurgos2024,B1Iab/b,4.352182518111363,4.099671165100188,2.7,78.0,72.0,1.0000279437839572,1.498525052430021,1.6176167959992995
HD12567,deBurgos2024,B0.5III,4.413299764081252,3.844140148979745,3.2,65.0,162.0,0.995480256919152,1.3409546722287902,1.2766174506491574
HD12740,deBurgos2024,B1.5II,4.361727836017593,3.6978524367251095,3.14,85.0,66.0,1.0007705496929111,1.2437245123267513,1.2746568968771053
HD129056,deBurgos2024,B1.5III,4.365487984890899,3.352893032218335,3.5,27.0,10.0,0.9999132460880942,1.074093547379218,0.9951223463064934
HD13036,deBurgos2024,B0.2III,4.440909082065217,3.8945774209156063,3.26,79.0,51.0,0.9849132032502204,1.4007613626557305,1.2877100468729366
HD134959,deBurgos2024,B2Ia,4.27415784926368,4.237572489709455,2.25,49.0,46.0,1.000021867618582,1.6221901243046384,1.9084537247895013
HD13621,deBurgos2024,B1V,4.4281347940287885,3.6334802687698913,3.47,55.0,155.0,0.9664509050753776,1.2443011389358074,1.110854927168089
HD13659,deBurgos2024,B1Ib,4.385606273598312,3.893366187047986,3.04,55.0,32.0,1.0008775017860427,1.3667012020813198,1.383874401231534
HD13969,deBurgos2024,B0.7III,4.4031205211758175,3.713423177358007,3.29,81.0,36.0,0.9982953329712142,1.2717487427224563,1.2075235855203352
HD14014,deBurgos2024,B0.5V,4.419955748489758,3.4407640866137696,3.63,79.0,36.0,0.8500556903964137,1.2005434659649818,1.0039583402211487
HD14053,deBurgos2024,B0.7II,4.399673721481038,3.689635978578891,3.3,47.0,23.0,0.9832008801255944,1.284420200047144,1.212439762831412
HD141318,deBurgos2024,B2III,4.344392273685111,3.3985101873951815,3.37,45.0,33.0,0.9884487740191168,1.1195790782455073,1.082856199759176
HD14162,deBurgos2024,B0.5V,4.389166084364533,3.547605430112868,3.4,77.0,157.0,0.9799158351891516,1.2026700720799444,1.121602971329666
HD142758,deBurgos2024,B1Ia,4.334453751150931,3.99875609725846,2.73,62.0,54.0,1.000239922442255,1.427146394782067,1.5672542560842273
HD14520,deBurgos2024,B1.5II,4.361727836017593,3.5278524367251096,3.31,54.0,88.0,0.9981623805200588,1.16754085797786,1.139068888877244
HD145794,deBurgos2024,B2II/III,4.3692158574101425,3.397804522295307,3.47,12.0,164.0,0.9797535626699262,1.1140246092743895,1.034454016017771
HD14661,deBurgos2024,B1.5I,4.390935107103379,3.654681521068255,3.3,59.0,38.0,0.9898872447653966,1.2556165344848256,1.194742132197645
HD14818,deBurgos2024,B2Ia,4.307496037913213,4.100925244307588,2.52,64.0,45.0,1.0002401262118334,1.4944103341820578,1.704784474546734
HD148379,deBurgos2024,B2Iab,4.267171728403014,4.269628006266792,2.19,58.0,39.0,1.000038191332964,1.629680783459002,1.9321882004025408
HD148546,deBurgos2024,O9Iab,4.488550716500444,4.2651439586565125,3.08,107.0,117.0,0.9438616751359994,1.6009525017408186,1.4813217784228334
HD148688,deBurgos2024,B1Iaeqp,4.354108439147401,4.187374849244342,2.62,66.0,55.0,0.9998501165921287,1.586557819751573,1.703712540150991
HD14870,deBurgos2024,B1III,4.396199347095736,3.3557384810376827,3.62,74.0,123.0,0.866037524375223,1.1417862820447051,0.9746956822456592
HD148878,deBurgos2024,B1/2Ia,4.301029995663981,4.145061075310663,2.45,70.0,44.0,1.0001051823073694,1.5242708983943334,1.7529663103245288
HD149038,deBurgos2024,O9.7Iab,4.451786435524291,4.1980868347519,3.0,79.0,69.0,0.973424374516426,1.6214399320621733,1.5285401139037225
HD149363,deBurgos2024,B1/2Ib,4.4361626470407565,3.875591680817763,3.26,62.0,88.0,0.9922192988300736,1.3846953178413368,1.2813290618915332
HD149881,deBurgos2024,B0.5III,4.413299764081252,3.894140148979745,3.15,63.0,92.0,1.0006773594531129,1.3682429508168266,1.3276697825438992
HD150041,deBurgos2024,B1/2Ib,4.474216264076255,3.8978061489597584,3.39,60.0,30.0,0.9792774459374208,1.4050647448205074,1.2280243766893597
HD150168,deBurgos2024,B1Iab/Ib,4.3979400086720375,4.0427011273428874,2.94,86.0,114.0,0.999980320715923,1.4646669455618575,1.4868375263302611
HD150898,deBurgos2024,B0Ia/ab,4.437750562820388,4.121943343936289,3.02,73.0,99.0,0.988611941823304,1.556001021766428,1.4853573906380866
HD151018,deBurgos2024,O9Ib,4.4996870826184034,4.249689423128351,3.14,125.0,58.0,0.9163965641472978,1.6825114585500354,1.489908993282252
HD152003,deBurgos2024,O9.7IabNwk,4.460897842756548,4.2045324636809305,3.03,78.0,74.0,0.966171223658371,1.621881110304618,1.5048879065889351
HD152076,deBurgos2024,B0/1III,4.478566495593843,3.71520707503011,3.59,39.0,18.0,0.8532802754774432,1.3648989911532707,1.113229416514342
HD152147,deBurgos2024,O9.7IbNwk,4.457881896733992,4.212468679590707,3.01,100.0,73.0,0.9564433630078588,1.6394267197688412,1.5292318883524765
HD152234,deBurgos2024,B0.5Ia,4.416640507338281,4.247503122007861,2.81,88.0,54.0,0.9914747789018986,1.641997831918202,1.6381361984899818
HD152235,deBurgos2024,B0.5Ia,4.380211241711606,4.181786059501163,2.73,75.0,55.0,0.9995049711479989,1.5839052120256496,1.6461254320207537
HD152247,deBurgos2024,O9.2III,4.495544337546448,4.143118442840531,3.23,130.0,95.0,0.9047549490039996,1.6298705811741234,1.4175811478369766
HD152249,deBurgos2024,OC9Iab,4.509202522331103,4.267751181979149,3.16,89.0,76.0,0.9282637914840508,1.615174926511991,1.4478151397977654
HD152405,deBurgos2024,O9.7II,4.472756449317212,4.131966889923587,3.15,89.0,48.0,0.981545465905486,1.559114496148904,1.41882175793376
HD152685,deBurgos2024,B1.5III,4.359835482339888,3.420283022014291,3.41,34.0,14.0,0.9870753418115276,1.1349114701954368,1.0852126276913727
HD15325,deBurgos2024,B1IV,4.371067862271736,3.5752125417416805,3.3,71.0,89.0,0.9921915926442167,1.2049537814392128,1.1623452170270576
HD154090,deBurgos2024,B2Iab,4.3692158574101425,4.107804522295307,2.76,74.0,58.0,0.9998516171491064,1.5130197017210996,1.5985139949538445
HD154368,deBurgos2024,O9.5Iab,4.498310553789601,4.22418330781314,3.16,75.0,65.0,0.907437765979634,1.6727312231427198,1.4733076470608677
HD154385,deBurgos2024,B1Ib,4.414973347970818,3.7308344845380104,3.32,61.0,23.0,0.9817793511210552,1.3029200360188464,1.21066587381818
HD154643,deBurgos2024,O9.7III,4.47567118832443,3.9536258459524576,3.34,88.0,111.0,0.9762573275995016,1.4424881070945197,1.2694332411878586
HD154811,deBurgos2024,OC9.7Ib,4.44870631990508,4.2557663722750565,2.93,78.0,121.0,0.9809492154345384,1.6448947815124804,1.5810676849831506
HD155450,deBurgos2024,B1Ib,4.372912002970106,3.852589104535163,3.03,77.0,84.0,1.0009087747750598,1.3329766712293356,1.3673896251440605
HD15571,deBurgos2024,B1Ib,4.392696953259666,3.9617289056934006,3.0,60.0,49.0,1.000321318051605,1.4072525483530205,1.424767503711201
HD155756,deBurgos2024,O9Ibp,4.496929648073215,4.278659684947598,3.1,100.0,70.0,0.9556574354961608,1.5156758841007227,1.4280503720016997
HD155985,deBurgos2024,B0.5Ib,4.399673721481038,3.9996359785788904,2.99,69.0,41.0,0.9998847415129604,1.430866715856556,1.439178315191378
HD156134,deBurgos2024,B0Ib,4.453318340047038,4.154214452842889,3.05,86.0,67.0,0.9818015931090356,1.5938615815618682,1.4933240900819904
HD156212,deBurgos2024,B0Iab,4.456366033129043,4.226405225170907,2.99,73.0,80.0,0.9540115507367984,1.651775591119779,1.553467391512947
HD156779,deBurgos2024,B2II,4.2576785748691846,3.451655392131475,2.97,39.0,97.0,1.0011430341262963,1.115263013418827,1.292091536679382
HD15690,deBurgos2024,B2Iab-Ib,4.296665190261531,3.997601853700861,2.58,50.0,46.0,1.0003997803934608,1.4252575310150093,1.6441928058769368
HD157038,deBurgos2024,B3Iap,4.225309281725863,4.372178219558191,1.92,57.0,39.0,1.0823255728476342,0.8090223007240179,1.6627045601393775
HD15785,deBurgos2024,B1Iab,4.382017042574868,4.1190092629542105,2.8,72.0,59.0,0.9997642892558932,1.5228425543509232,1.5829647892312968
HD158243,deBurgos2024,B1Ib,4.326335860928752,4.016284536369744,2.68,77.0,49.0,1.0002466515145756,1.4363044062244243,1.594583088622735
HD158661,deBurgos2024,B0II,4.429752280002408,4.129950212664368,2.98,96.0,60.0,0.9906242779776476,1.5628489430416568,1.510857830406256
HD159090,deBurgos2024,B0.5Ia/ab,4.466867620354109,3.948411574071174,3.31,70.0,28.0,0.981520540592415,1.43804964950316,1.281740400153165
HD159864,deBurgos2024,B1Ib,4.4361626470407565,4.005591680817763,3.13,98.0,88.0,0.990252519079407,1.4746570763840716,1.3908169914467636
HD160430,deBurgos2024,B2II,4.357934847000454,3.5226804806565535,3.3,46.0,20.0,1.0005455582837264,1.1629715939886915,1.1461214718191834
HD160575,deBurgos2024,B1/2II,4.3692158574101425,3.747804522295307,3.12,51.0,29.0,1.0008610866283787,1.2688713692908709,1.293564476758975
HD161789,deBurgos2024,B2/3II,4.513217600067939,3.3038114929264952,4.14,20.0,28.0,0.2250538210437663,1.2542258561056134,0.7781195384918371
HD161961,deBurgos2024,B0/1Ib,4.421603926869831,3.947356800134061,3.13,59.0,38.0,0.9989188318273972,1.4018836474681475,1.3484452606648198
HD16243,deBurgos2024,B2II:,4.230448921378274,3.912736778167834,2.4,54.0,24.0,1.0016053117130133,1.366992846512881,1.7031384197194377
HD16310,deBurgos2024,B1II:,4.3747483460101035,4.009934476695151,2.88,58.0,57.0,1.0000314415872225,1.4323001870652317,1.4912520282056858
HD163522,deBurgos2024,B1Ia,4.383815365980431,4.066202556576462,2.86,83.0,57.0,1.0000470886038593,1.4734415180369076,1.5230777144423011
HD163613,deBurgos2024,B1I/II,4.38738982633873,4.080500398009656,2.86,78.0,71.0,0.9999795517550232,1.481100632768588,1.5255469355408038
HD164018,deBurgos2024,B1/2Ib,4.468347330412158,3.704330414303368,3.56,38.0,142.0,0.858770919365394,1.3348257952833176,1.1011745938664432
HD164019,deBurgos2024,O9.5IVp,4.491361693834273,4.0563878679918295,3.3,46.0,78.0,0.9784125363618827,1.5021556171966264,1.3142166532694484
HD164032,deBurgos2024,B1/2Ib,4.367355921026019,3.930364776758813,2.93,50.0,108.0,1.0009788902110128,1.384644389169383,1.4442460927151932
HD164188,deBurgos2024,B0.5V,4.424881636631067,3.4204676391790056,3.67,70.0,85.0,0.8307719358729945,1.2006586206235526,0.9870921297144256
HD164359,deBurgos2024,B1II,4.478566495593843,3.45520707503011,3.85,35.0,77.0,0.6839397229595338,1.251080350444668,0.9249667859100352
HD164402,deBurgos2024,B0Ib,4.460897842756548,4.00453246368093,3.23,86.0,54.0,0.9803047644437574,1.4794050757904065,1.3439052254314874
HD164637,deBurgos2024,B0Ib/II,4.465382851448418,3.902472498448411,3.35,72.0,35.0,0.98209228535422,1.405808900676898,1.244878499778999
HD164741,deBurgos2024,B1III,4.399673721481038,3.3796359785788908,3.61,32.0,20.0,0.8742625491008307,1.170176884953653,1.0041749166353795
HD164971,deBurgos2024,B0Ia,4.439332693830263,4.038271867975789,3.11,76.0,43.0,0.9793510176680722,1.501014318538806,1.4178382595758514
HD165016,deBurgos2024,B0V,4.481442628502305,3.4167116066639567,3.9,21.0,19.0,0.6210639714893555,1.2456802559698437,0.8915423407119917
HD165024,deBurgos2024,B2Ib,4.352182518111363,3.809671165100188,2.99,70.0,94.0,1.001020217316523,1.3079258135971306,1.380152323965789
HD165049,deBurgos2024,B2Ib/II,4.354108439147401,3.4273748492443423,3.38,40.0,17.0,0.9894373840861126,1.134782012181372,1.0957285494908853
HD165132,deBurgos2024,O9.7V,4.511883360978874,3.4184745365702356,4.02,20.0,127.0,0.4473470570765165,1.2784206157349345,0.8475923194104914
HD165319,deBurgos2024,O9.7Ib,4.457881896733992,4.282468679590707,2.94,91.0,92.0,0.9876474610080374,1.5394719129236594,1.5268507479776356
HD165516,deBurgos2024,B1/2Ib,4.413299764081252,3.964140148979745,3.08,67.0,47.0,1.0000569028336068,1.4135116616574457,1.3892490682613263
HD165812,deBurgos2024,B1/2II,4.399673721481038,3.2496359785788904,3.74,34.0,42.0,0.8012914244874669,1.11098699753738,0.9033081311311104
HD165892,deBurgos2024,B2II,4.334453751150931,3.33875609725846,3.39,42.0,74.0,0.9823944489172848,1.1017669674736768,1.0684243876636357
HD166286,deBurgos2024,B1II,4.426511261364575,3.6569861381130377,3.44,123.0,76.0,0.970796592567424,1.2573196549067542,1.131112524947985
HD166287,deBurgos2024,B1Ib,4.392696953259666,3.7017289056934,3.26,56.0,112.0,0.9918055131403402,1.2768839704651591,1.2225165714409385
HD166539,deBurgos2024,B1/2Ib,4.514547752660286,3.549132103295883,3.9,43.0,32.0,0.6046300041178213,1.333606643381582,0.9364754222827868
HD166540,deBurgos2024,B1Ib,4.447158031342219,3.749573218023615,3.43,64.0,27.0,1.0000046492471553,1.2829366397256603,1.145884274332776
HD166569,deBurgos2024,B1II,4.380211241711606,3.851786059501163,3.06,70.0,27.0,1.0008628517890212,1.3327194031818372,1.3548174186176838
HD166628,deBurgos2024,B3Ia/ab,4.222716471147583,4.0618069772450704,2.22,40.0,37.0,1.0007051864628405,1.4713555925313673,1.851709950606004
HD166689,deBurgos2024,B1Ib,4.3979400086720375,3.7327011273428874,3.25,57.0,36.0,1.0002526013629598,1.2699393340143432,1.2277450430327497
HD166787,deBurgos2024,B0.5Ia,4.4065401804339555,4.087101814390559,2.93,75.0,92.0,0.999767094544531,1.4965697421251567,1.5042507728511505
HD166803,deBurgos2024,B0.5IV,4.468347330412158,3.334330414303368,3.93,76.0,68.0,0.5920969561025976,1.2037031602042698,0.8539322821032526
HD166852,deBurgos2024,B0Ia/ab,4.505149978319906,3.9615410059343623,3.45,130.0,45.0,0.8769451683060598,1.5053220294759055,1.2477522950354756
HD166922,deBurgos2024,B2II,4.318063334962762,3.403194432505785,3.26,28.0,87.0,1.0006712352288152,1.1076437012181295,1.1461423623882672
HD166965,deBurgos2024,B1.5II-III,4.338456493604605,3.424767067073158,3.32,51.0,47.0,0.99469214247569,1.127547778349753,1.1140881825307796
HD167224,deBurgos2024,B3Ib/II,4.269512944217916,3.5389928695264015,2.93,46.0,153.0,1.001226225233344,1.151942712580034,1.3302379244587963
HD167287,deBurgos2024,B1Iab,4.421603926869831,3.927356800134061,3.15,85.0,41.0,0.9972660999780434,1.399366225210171,1.3376539630909012
HD167311,deBurgos2024,B0Ib,4.392696953259666,4.0017289056934,2.96,75.0,53.0,0.9999297642963028,1.4315017856084062,1.4543327919781954
HD167330,deBurgos2024,O9.5/B0Ia,4.491361693834273,4.116387867991829,3.24,68.0,101.0,0.9197576220000148,1.601390280292874,1.401905753711052
HD167336,deBurgos2024,B0II,4.429752280002408,4.139950212664368,2.97,94.0,80.0,0.9876546649906714,1.5786454712409133,1.5249129861065738
HD167411,deBurgos2024,O9.7II,4.445604203273597,4.183357905749126,2.99,65.0,127.0,0.9799458127164744,1.6079620187414183,1.5249184114110972
HD167451,deBurgos2024,B1Ib,4.414973347970818,3.9408344845380103,3.11,63.0,61.0,1.000514870996676,1.396495584402582,1.3629755298583552
HD167479,deBurgos2024,B2.5III,4.2878017299302265,3.232148012375643,3.31,65.0,30.0,0.9993449064997932,1.031728348930623,1.0786681022761035
HD167543,deBurgos2024,B1Ib/II,4.418301291319746,3.5341462579337204,3.53,42.0,34.0,0.8913014784091017,1.234729185841024,1.0713682495028989
HD16779,deBurgos2024,B1.5IbN-weak,4.3560258571931225,3.9650445214272274,2.85,80.0,41.0,1.000428419786193,1.4101399165637218,1.5025697177187751
HD168021,deBurgos2024,B0Ia,4.4361626470407565,4.115591680817763,3.02,95.0,45.0,0.99270057007657,1.5456691719361688,1.4799508473585834
HD16808,deBurgos2024,B0.2Ib,4.419955748489758,4.110764086613769,2.96,73.0,78.0,0.99698889333371,1.5305667303608472,1.5034711495552986
HD168080,deBurgos2024,B1Ib/II,4.357934847000454,3.7626804806565537,3.06,67.0,145.0,1.0009522375029265,1.276126645620815,1.3276515564970035
HD168183,deBurgos2024,O9.5III,4.494154594018442,3.787559468728507,3.58,64.0,126.0,0.8469675117363625,1.3959489905906932,1.123719215353713
HD16832,deBurgos2024,O9.2III,4.489958479424835,4.030775010354076,3.32,60.0,57.0,0.9603058072892132,1.5076866426737094,1.314398388376501
HD168489,deBurgos2024,B1Ib,4.437750562820388,3.801943343936289,3.34,61.0,28.0,0.983639026699119,1.3351283981819135,1.2097510747653364
HD168552,deBurgos2024,B2/3Ib/II,4.324282455297693,3.548070913845509,3.14,47.0,32.0,1.000807500567427,1.1629451840725291,1.2306961320159828
HD168571,deBurgos2024,B1Iab/b,4.363611979892144,3.905389012223313,2.94,33.0,124.0,1.0010051210039077,1.3711613824114226,1.434367631567664
HD168750,deBurgos2024,B1Ib,4.408239965311849,3.7639009539021338,3.26,50.0,33.0,0.9891752117977692,1.320767798877015,1.2454822990200274
HD168917,deBurgos2024,B0/0.5II/III,4.510545010206612,3.4331211334811855,4.0,3.0,67.0,0.4791302448257676,1.2835618445885866,0.8601344551623537
HD168941,deBurgos2024,O9.5IVp,4.480006942957151,4.090968864483341,3.22,91.0,107.0,0.987221597150046,1.524798147601783,1.3744982008288131
HD168987,deBurgos2024,B1Ia/ab,4.311753861055754,3.9879565368777543,2.65,63.0,48.0,1.000350845481582,1.4218074010769988,1.608772531970475
HD169034,deBurgos2024,B2Ia,4.201397124320452,4.316529589936544,1.88,41.0,39.0,1.0476842884802986,1.2017254614646462,1.8886398797354915
HD169227,deBurgos2024,B1.5Ia,4.336459733848529,4.086780028048854,2.65,65.0,50.0,1.000223602171493,1.4801411481522162,1.6283876042679408
HD169673,deBurgos2024,B1Ib,4.424881636631067,3.7004676391790055,3.39,64.0,46.0,0.9997793182120144,1.264717007121242,1.1529145207540932
HD169754,deBurgos2024,B0.5Ia,4.423245873936808,4.123924588401969,2.96,59.0,56.0,0.9936505148087308,1.5524915981881242,1.516126173590183
HD170604,deBurgos2024,B1Ib,4.4281347940287885,3.6734802687698913,3.43,54.0,25.0,0.999994655550938,1.2398750376152388,1.1234823454249216
HD170938,deBurgos2024,B1Ia,4.367355921026019,4.1103647767588125,2.75,75.0,57.0,0.999843337619528,1.5160540191622185,1.606697389676895
HD171012,deBurgos2024,B0.2Ia,4.413299764081252,4.234140148979745,2.81,104.0,66.0,0.9934499882324096,1.6313028003125938,1.629577643633033
HD171201,deBurgos2024,B0Ia,4.495544337546448,4.193118442840531,3.18,73.0,116.0,0.90873881245999,1.6603170943213088,1.4594807887087589
HD171432,deBurgos2024,B0.5Ib,4.399673721481038,3.959635978578891,3.03,70.0,41.0,1.0003381702769878,1.40506710463973,1.4055568649267214
HD171876,deBurgos2024,B2II,4.271841606536499,3.2683075188007313,3.21,80.0,46.0,1.0007580708949626,1.0393389377546915,1.132848727172147
HD172488,deBurgos2024,B0Iab/b,4.3692158574101425,3.827804522295307,3.04,59.0,106.0,1.0009221395393322,1.3211544582877983,1.362072411786059
HD172510,deBurgos2024,B2Ib,4.3404441148401185,3.3627175520152113,3.39,34.0,23.0,0.9892865432637744,1.1031804426807676,1.0723452334970325
HD173438,deBurgos2024,B0/1Iab,4.409933123331294,4.130673585979914,2.9,98.0,47.0,0.9990070297102616,1.5331284840581272,1.5308664622289898
HD173502,deBurgos2024,B0.5III,4.424881636631067,3.4504676391790055,3.64,22.0,131.0,0.8400289049544826,1.2006032634387374,0.9950227616523692
HD173987,deBurgos2024,B0.5Ia,4.418301291319746,4.16414625793372,2.9,65.0,74.0,0.9861376600068956,1.5963629241390138,1.5640485589636113
HD177812,deBurgos2024,B1/2Ib,4.359835482339888,3.990283022014291,2.84,73.0,47.0,1.0001340164417878,1.4237953914182877,1.5114170536593858
HD178129,deBurgos2024,B3Ia,4.214843848047698,3.9503164848455294,2.3,45.0,37.0,1.0016179785961936,1.3858375935677063,1.7583931121112284
HD178597,deBurgos2024,B3III,4.330413773349191,3.1425961860515015,3.57,15.0,4.0,0.9736327472665032,1.004773954861854,0.9402084033027346
HD18076,deBurgos2024,B0II-III,4.453318340047038,3.9442144528428895,3.26,121.0,82.0,0.9847291722558223,1.4412064339943031,1.311499129542141
HD181653,deBurgos2024,B1II-III,4.376576957056512,3.5872489208807865,3.31,45.0,67.0,0.9886211493531,1.2154509282870545,1.1645106770463256
HD18352,deBurgos2024,B1V,4.394451680826216,3.3787478159596014,3.59,51.0,51.0,0.8820411885515336,1.1506925524974687,0.9962775279225424
HD183561,deBurgos2024,B2III,4.328379603438738,3.1844595064096897,3.52,24.0,9.0,0.959103377705834,1.019626988922604,0.9590719112725644
HD185780,deBurgos2024,B0III,4.45484486000851,3.800320532688778,3.41,70.0,87.0,1.0000057897869257,1.3241417049765674,1.1781622757616723
