star,sample,tier,logTeff,logLspec,alpha0,a0flag,nuchar,gamma,vsini,tau,logM,logR,frot,rotflag
HD 269655,DornWallenstein2020_YSG,B,3.924,4.352105076400045,,0,0.1894927290057094,1.488,,1.0406155385065383,1.2683347786666412,2.4849470661540916,,0
HD 269997,DornWallenstein2020_YSG,B,3.927,3.829702356150414,,0,0.3386996022385515,1.598,,1.013820830810343,1.2732049231135392,2.2177519560729944,,0
W61 6-77,DornWallenstein2020_YSG,B,3.969,4.317954154388289,,0,0.3478036343791419,1.845,,1.054549319580189,1.1626245707193603,2.336889449427755,,0
HD 269777,DornWallenstein2020_YSG,B,3.976,3.8862818279868576,,0,0.1665323250935391,1.429,,1.0112841396135046,1.315648587669347,2.1723041712055107,,0
CPD-69 394,DornWallenstein2020_YSG,B,3.984,3.884940052217679,,0,0.286869039459076,1.261,,1.0099545291289291,1.316044223109592,2.1553654426365685,,0
HD 269992,DornWallenstein2020_YSG,B,3.99,3.9045956329840346,,0,0.3358407746188971,1.667,,1.0084272308821614,1.3409514431572385,2.1725033728321925,,0
HD 269786,DornWallenstein2020_YSG,B,4.0,3.9228616091602455,,0,0.1755514483696176,1.311,,1.0052778529706416,1.3548895432359345,2.1680080647902287,,0
HD 269101,DornWallenstein2020_YSG,B,4.027,3.69807394142611,,0,0.462122366701206,1.919,,1.0027319549905285,1.2186276361721402,1.9310740276690783,,0
SK -69 68,DornWallenstein2020_YSG,B,4.029,3.587416018884961,,0,0.2628053881966568,1.616,,1.0172660435155438,1.169610431539491,1.8538904170981736,,0
HD 268798,DornWallenstein2020_YSG,B,4.033,3.894738821345203,,0,0.3550980434892801,1.511,,1.003958615331941,1.3233116565229293,2.063415764093126,,0
HD 269769,DornWallenstein2020_YSG,B,4.037,3.649400824298992,,0,1.0301290815009407,2.561,,1.0025161995870413,1.1970635682939366,1.870593086908491,,0
