gaia,sector,Tmag,cls,Af,nu_floor,bic_white,cw_white,bic_slf,nu_slf,a0_slf,g_slf,cw_slf,bic_floor,logk_floor,cw_floor,bic_slf+floor,nu_slf+floor,a0_slf+floor,g_slf+floor,logk_slf+floor,cw_slf+floor,dbic_above_floor,dbic_slf_vs_white
4690503826587160832,28,12.3,SLF,5.7725,0.29271,2712.2,1.1872,-4556.5,0.21833,26.329,1.8344,0.1668,-4499,0.2367,0.15841,-4563.6,0.5137,11.872,3.5731,0.016163,0.16376,64.57,7268.8
4690503826587160832,67,12.3,SLF,9.8179,0.22745,1874.8,0.92445,-3408.3,0.10051,30.612,1.1711,0.2172,-3417.1,0.26121,0.22255,-3407.7,8.4457,0.21499,10,0.20983,0.22097,-9.4357,5283.1
4690503826587160832,68,12.3,SLF,10.628,0.34547,3260.2,1.2713,-4070.8,0.037062,125.55,1.2464,0.18236,-4005,-0.094112,0.17335,-4073.4,0.45747,13.175,4.059,-0.18825,0.17921,68.378,7331
4690506712804881792,67,14.3,binary/rot,0.99338,0.22745,-4505.5,0.21911,-9056.6,0.02,39.36,1.2145,0.067893,-9062.2,0.48737,0.067978,-9064.6,0.34213,2.4377,10,0.41775,0.068607,2.4044,4551.1
4690506712804881792,68,14.3,binary/rot,1.2194,0.34547,-1600.4,0.42077,-5132,0.11991,11.748,1.2426,0.16405,-5120.8,0.46185,0.16094,-5137.1,0.33337,4.4797,10,0.39052,0.16273,16.284,3531.6
4690506914646214912,28,12.1,none,6.0239,0.28674,-4127.1,0.21733,-4330.6,1.5692,0.50226,5.142,0.19804,-4317.4,-0.44695,0.19731,-4317.6,1.6093,0.46406,5.6244,-0.99381,0.19794,0.22326,203.44
4690506914646214912,67,12.1,none,9.6865,0.22745,-465.72,0.54517,-3942.1,0.02,64.706,1.1192,0.2209,-3949.3,-0.12016,0.2228,-3933.4,0.2666,5.4941,7.7064,-0.15068,0.22354,-15.938,3476.3
4690506914646214912,68,12.1,none,9.2375,0.39049,-1639.4,0.41706,-4320.9,0.28743,5.3651,1.1336,0.18751,-4334.1,-0.33079,0.18796,-4314.1,0.3372,2.1048,7.4212,-0.33741,0.18824,-20.006,2681.5
4690507670561677696,28,12.6,none,4.5303,0.29868,2867.7,1.2339,1744.8,0.28674,12.876,1.1844,0.8515,1737.5,0.54308,0.86156,1751.5,1.9447,2.093,1.8922,0.39449,0.85614,-14.047,1122.8
4690507670561677696,67,12.6,none,4.0295,0.24598,3916.7,1.4654,-822.02,0.10031,40.401,1.0794,0.38448,-810.23,0.89658,0.40476,-814.98,0.099104,40.086,1.0754,-0.014962,0.38439,4.7502,4738.7
4690507670561677696,68,12.6,none,7.1535,0.39049,-1804.4,0.4017,-2731.4,0.25256,4.2764,1.276,0.30501,-2738.2,-0.42819,0.30214,-2724.6,0.1716,3.894,10,-0.46134,0.30294,-13.557,927.02
4690507881037706112,28,13.1,none,2.0279,0.29868,-7123.9,0.10328,-7508.4,0.087156,1.5546,0.98299,0.088984,-7519.2,-0.40802,0.090019,-7507,4.9468,0.06118,10,-0.45649,0.088726,-12.139,384.49
4690507881037706112,67,13.1,none,3.467,0.20892,-4773.4,0.20626,-7672.1,1.0761,1.3238,2.4333,0.094743,-7659.9,0.11449,0.092013,-7664.5,1.212,1.1097,2.8349,-0.2718,0.094367,4.5503,2898.7
4690507881037706112,68,13.1,none,3.5938,0.30046,-7308.8,0.11484,-7852.2,0.79118,0.53781,1.064,0.090808,-7843.8,-0.43484,0.093157,-7863.9,4.7023,0.13036,6.8067,-0.67879,0.092192,20.141,543.36
4690516677131714432,28,11.2,SLF,3.2344,0.29271,281.58,0.64933,-5222,0.51196,7.3532,2.1194,0.1425,-5181.3,0.35535,0.13746,-5221,0.73351,5.1643,3.2778,0.12099,0.14076,39.641,5503.6
4690516677131714432,67,11.2,SLF,5.693,0.22745,2223.7,1.0002,-3811.5,0.19607,19.971,1.2757,0.19294,-3823.2,0.528,0.19495,-3804.5,0.19292,19.132,1.2694,0.0036879,0.19291,-18.734,6035.2
4690516677131714432,68,11.2,SLF,5.704,0.34547,1575,0.86649,-4176.3,0.15904,21.13,1.2635,0.17986,-4161.2,0.12567,0.17286,-4175.6,0.60013,6.9179,2.929,0.051936,0.17736,14.471,5751.3
4690519769509887488,28,12.3,none,6.9443,0.29271,-1585.1,0.40851,-4567.5,0.021979,45.385,1.1263,0.17364,-4575.2,-0.1966,0.17511,-4559.2,0.26775,3.8638,10,-0.22654,0.17559,-16.017,2982.4
4690519769509887488,67,12.3,none,11.694,0.24598,-474.57,0.54408,-4730.7,0.20892,9.2904,1.1978,0.16774,-4734.7,-0.0078611,0.17156,-4727.6,3.1536,0.61142,2.4313,-0.16507,0.17191,-7.0513,4256.1
4690519769509887488,68,12.3,none,12.647,0.39049,1953.5,0.94438,-2954.2,0.23112,15.868,1.1805,0.22785,-2959.7,-0.15392,0.22351,-2950.2,0.90034,3.8611,10,-0.18205,0.22614,-9.5829,4907.6
4690520387983090432,28,12.6,SLF,3.2706,0.29271,1189.8,0.81357,-5772,0.28263,14.176,1.883,0.12297,-5735.2,0.35565,0.1162,-5780.3,0.57385,7.3759,3.3576,0.13729,0.12045,45.081,6961.8
4690520387983090432,67,12.6,SLF,5.5604,0.22745,1163.6,0.78739,-5967.3,0.16623,19.361,1.4775,0.12855,-5964,0.24652,0.12606,-5960.9,0.28371,10.866,2.0155,0.15769,0.12775,-3.0283,7130.9
4690520387983090432,68,12.6,SLF,6.1399,0.34547,2053.9,0.9662,-4467.3,0.034625,79.805,1.1371,0.16197,-4446.9,0.088396,0.15862,-4461.7,0.31656,12.203,2.8052,0.039223,0.16171,14.777,6521.2
4690521762372716160,28,13.3,none,2.5333,0.29271,-5820.1,0.14275,-6536.4,0.02,9.2836,1.0466,0.11384,-6545.4,-0.35939,0.11415,-6530.3,0.16532,1.4659,10,-0.41648,0.11442,-15.11,716.31
4690521762372716160,67,13.3,none,3.5621,0.24598,-6238,0.14822,-7520.8,0.055516,6.2738,1.2839,0.10573,-7528.8,-0.39901,0.1055,-7514.6,0.21346,1.4635,10,-0.45796,0.10572,-14.181,1282.7
4690521762372716160,68,13.3,none,4.066,0.39049,-5283.9,0.18203,-5748.8,0.21109,1.6361,1.0612,0.15422,-5760.9,-0.55785,0.15435,-5740.7,0.42534,0.4644,10,-0.58054,0.1546,-20.192,464.92
4690522002890799488,28,12.8,SLF,3.7639,0.29271,-6210,0.12958,-6773.4,0.21534,1.4041,1.5972,0.10868,-6781.1,-0.60898,0.10819,-6766,0.39524,0.61884,10,-0.71769,0.10851,-15.177,563.43
4690522002890799488,67,12.8,SLF,6.7998,0.22745,-6072.4,0.15386,-6379.3,0.02,4.4758,0.83088,0.13676,-6386.1,-0.7422,0.13883,-6371.7,9.1978,0.068394,10,-0.78005,0.13609,-14.363,306.91
4690522002890799488,68,12.8,SLF,6.7679,0.34547,-4300.1,0.22769,-6266.2,0.34214,2.4781,1.1078,0.12286,-6278.6,-0.40268,0.12404,-6264.1,1.8495,0.40875,10,-0.46429,0.12542,-14.551,1966.1
4690522273449262592,28,12.5,SLF,3.6886,0.29271,-2000.1,0.36852,-5524.9,0.02,30.674,0.98047,0.1263,-5522.3,0.13479,0.1325,-5524.7,15.901,0.090988,10,0.089248,0.12538,2.3996,3524.7
4690522273449262592,68,12.5,SLF,6.5439,0.34547,1574.7,0.86642,-4924.3,0.02,74.465,0.99739,0.13259,-4918.8,0.049621,0.13741,-4920.7,0.1314,23.234,6.7347,0.030166,0.13878,1.8204,6499
4690525438865707904,28,13.7,pulsator,3.9223,0.29271,-2546.7,0.32175,-4435.6,0.45575,2.9927,1.2972,0.17584,-4441.4,0.14027,0.17767,-4432.4,2.5253,0.55418,2.4867,-0.050938,0.17759,-8.9542,1888.9
4690525438865707904,68,13.7,pulsator,6.5895,0.34547,541.75,0.68499,-2549.8,1.029,4.6123,2.0821,0.2928,-2523.4,0.056063,0.2813,-2545.6,1.4994,2.7318,3.9605,-0.12694,0.28824,22.145,3091.5
